tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	npc_speed	UNK_0	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	UNK_0a	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	unk1_tab[5]	unk1_tab[6]	unk1_tab[7]	unk1_tab[8]	unk1_tab[9]	unk1_tab[10]	unk1_tab[11]	unk1_tab[12]	unk1_tab[13]	unk1_tab[14]	unk1_tab[15]	unk1_tab[16]	unk1_tab[17]	unk1_tab[18]	unk1_tab[19]	unk1_tab[20]	unk1_tab[21]	unk1_tab[22]	unk1_tab[23]	unk1_tab[24]	unk1_tab[25]	level_lim_dn	level_lim_up	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
7683	LineageNPC.e_fighterguild_teacher_MOrc	LineageNPCs.e_fighterguild_teacher_MOrc_m00	4	LineageNPCsTex.e_fighterguild_teacher_MOrc_m00_t00_b00	LineageNPCsTex.e_fighterguild_teacher_MOrc_m00_t00_b01	LineageNPCsTex.e_fighterguild_teacher_MOrc_m00_t00_f	LineageNPCsTex.e_fighterguild_teacher_MOrc_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_1	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_alt_6	ItemSound.armor_metal_weak_2	3	ChrSound.MNpc_Giant_Dmg_1	ChrSound.MNpc_Giant_Dmg_2	ChrSound.MNpc_Giant_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7684	LineageNPC.a_traderB_MHuman	LineageNPCs.a_traderB_MHuman_m00	4	LineageNPCsTex.a_traderB_MHuman_m00_t00_b00	LineageNPCsTex.a_traderB_MHuman_m00_t00_b01	LineageNPCsTex.a_traderB_MHuman_m00_t00_f	LineageNPCsTex.a_traderB_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_7	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Fighter_Dmg_3	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7685	LineageNPC.e_warehouse_master_MDwarf	LineageNPCs.e_warehouse_master_MDwarf_m00	4	LineageNPCsTex.e_warehouse_master_MDwarf_m00_t00_b00	LineageNPCsTex.e_warehouse_master_MDwarf_m00_t00_b01	LineageNPCsTex.e_warehouse_master_MDwarf_m00_t00_f	LineageNPCsTex.e_warehouse_master_MDwarf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7686	LineageNPC.e_warehouse_keeper_FDwarf	LineageNPCs.e_warehouse_keeper_FDwarf_m00	4	LineageNPCsTex.e_warehouse_keeper_FDwarf_m00_t00_b00	LineageNPCsTex.e_warehouse_keeper_FDwarf_m00_t00_b01	LineageNPCsTex.e_warehouse_keeper_FDwarf_m00_t00_f	LineageNPCsTex.e_warehouse_keeper_FDwarf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_underwear_4	ItemSound.armor_leather_7	3	ChrSound.FNpc_Young_Dmg_1	ChrSound.FNpc_Young_Dmg_2	ChrSound.FNpc_Young_Dmg_3	1	0																											47	47	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7687	LineageNPC.e_smith_master_MDwarf	LineageNPCs.e_smith_master_MDwarf_m00	4	LineageNPCsTex.e_smith_master_MDwarf_m00_t00_b00	LineageNPCsTex.e_smith_master_MDwarf_m00_t00_b01	LineageNPCsTex.e_smith_master_MDwarf_m00_t00_f	LineageNPCsTex.e_smith_master_MDwarf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	1	0																											55	55	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7688	LineageNPC.a_smith_MDwarf	LineageNPCs.a_smith_MDwarf_m00	4	LineageNPCsTex.a_smith_MDwarf_m00_t00_b00	LineageNPCsTex.a_smith_MDwarf_m00_t00_b01	LineageNPCsTex.a_smith_MDwarf_m00_t00_f	LineageNPCsTex.a_smith_MDwarf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_5	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7689	LineageNPC.a_fighterguild_master_FHuman	LineageNPCs.a_fighterguild_master_FHuman_m00	4	LineageNPCsTex.a_fighterguild_master_FHuman_m00_t00_b00	LineageNPCsTex.a_fighterguild_master_FHuman_m00_t00_b01	LineageNPCsTex.a_fighterguild_master_FHuman_m00_t00_f	LineageNPCsTex.a_fighterguild_master_FHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_weak_6	ItemSound.armor_metal_weak_8	ItemSound.armor_metal_weak_9	ItemSound.armor_metal_alt_4	ItemSound.armor_metal_alt_8	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7690	LineageNPC.a_fighterguild_teacher_MHuman	LineageNPCs.a_fighterguild_teacher_MHuman_m00	4	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_b00	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_b01	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_f	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	1	4	0	7	22	35																							39	39	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7691	LineageNPC.a_fighterguild_teacher_MHuman	LineageNPCs.a_fighterguild_teacher_MHuman_m00	4	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_b00	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_b01	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_f	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7692	LineageNPC.a_fighterguild_teacher_MElf	LineageNPCs.a_fighterguild_teacher_MElf_m00	4	LineageNPCsTex.a_fighterguild_teacher_MElf_m00_t00_b00	LineageNPCsTex.a_fighterguild_teacher_MElf_m00_t00_b01	LineageNPCsTex.a_fighterguild_teacher_MElf_m00_t00_f	LineageNPCsTex.a_fighterguild_teacher_MElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_weak_3	ItemSound.armor_metal_weak_5	ItemSound.armor_metal_weak_10	ItemSound.armor_metal_alt_1	ItemSound.armor_metal_alt_6	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7693	LineageNPC.a_fighterguild_teacher_FElf	LineageNPCs.a_fighterguild_teacher_FElf_m00	4	LineageNPCsTex.a_fighterguild_teacher_FElf_m00_t00_b00	LineageNPCsTex.a_fighterguild_teacher_FElf_m00_t00_b01	LineageNPCsTex.a_fighterguild_teacher_FElf_m00_t00_f	LineageNPCsTex.a_fighterguild_teacher_FElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_underwear_4	ItemSound.armor_leather_7	3	ChrSound.FNpc_Fighter_Dmg_3	ChrSound.FNpc_Young_Dmg_3	ChrSound.FNpc_Lady_Dmg_1	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7694	LineageNPC.a_mageguild_master_MHuman	LineageNPCs.a_mageguild_master_MHuman_m00	4	LineageNPCsTex.a_mageguild_master_MHuman_m00_t00_b00	LineageNPCsTex.a_mageguild_master_MHuman_m00_t00_b01	LineageNPCsTex.a_mageguild_master_MHuman_m00_t00_f	LineageNPCsTex.a_mageguild_master_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7695	LineageNPC.a_mageguild_teacher_MHuman	LineageNPCs.a_mageguild_teacher_MHuman_m00	4	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7696	LineageNPC.a_mageguild_teacher_FHuman	LineageNPCs.a_mageguild_teacher_FHuman_m00	4	LineageNPCsTex.a_mageguild_teacher_FHuman_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_FHuman_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_FHuman_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_FHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7697	LineageNPC.a_mageguild_teacher_FElf	LineageNPCs.a_mageguild_teacher_FElf_m00	4	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_underwear_4	ItemSound.armor_leather_7	3	ChrSound.FNpc_Fighter_Dmg_3	ChrSound.FNpc_Young_Dmg_3	ChrSound.FNpc_Lady_Dmg_1	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7698	LineageNPC.a_mageguild_teacher_FElf	LineageNPCs.a_mageguild_teacher_FElf_m00	4	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_FElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_underwear_4	ItemSound.armor_leather_7	3	ChrSound.FNpc_Fighter_Dmg_3	ChrSound.FNpc_Young_Dmg_3	ChrSound.FNpc_Lady_Dmg_1	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7699	LineageNPC.a_guild_master_MDarkElf	LineageNPCs.a_guild_master_MDarkElf_m00	4	LineageNPCsTex.a_guild_master_MDarkElf_m00_t00_b00	LineageNPCsTex.a_guild_master_MDarkElf_m00_t00_b01	LineageNPCsTex.a_guild_master_MDarkElf_m00_t00_f	LineageNPCsTex.a_guild_master_MDarkElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_6	ItemSound.armor_metal_weak_5	ItemSound.armor_metal_weak_9	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7700	LineageNPC.a_fighterguild_teacher_FDarkElf	LineageNPCs.a_fighterguild_teacher_FDarkElf_m00	4	LineageNPCsTex.a_fighterguild_teacher_FDarkElf_m00_t00_b00	LineageNPCsTex.a_fighterguild_teacher_FDarkElf_m00_t00_b01	LineageNPCsTex.a_fighterguild_teacher_FDarkElf_m00_t00_f	LineageNPCsTex.a_fighterguild_teacher_FDarkElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_metal_weak_5	ItemSound.armor_metal_weak_10	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7701	LineageNPC.a_mageguild_teacher_MDarkElf	LineageNPCs.a_mageguild_teacher_MDarkElf_m00	4	LineageNPCsTex.a_mageguild_teacher_MDarkElf_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_MDarkElf_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_MDarkElf_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_MDarkElf_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7702	LineageNPC.a_casino_MHuman	LineageNPCs.a_casino_MHuman_m00	4	LineageNPCsTex.a_casino_MHuman_m00_t00_b00	LineageNPCsTex.a_casino_MHuman_m00_t00_b01	LineageNPCsTex.a_casino_MHuman_m00_t00_f	LineageNPCsTex.a_casino_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	1	6	0	7	22	35	9	24																					39	39	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7703	LineageNPC.a_wharfinger_MHuman	LineageNPCs.a_wharfinger_MHuman_m00	4	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_b00	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_b01	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_f	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7704	LineageNPC.e_patriarch_MOrc	LineageNPCs.e_patriarch_MOrc_m00	4	LineageNPCsTex.e_patriarch_MOrc_m00_t00_b00	LineageNPCsTex.e_patriarch_MOrc_m00_t00_b01	LineageNPCsTex.e_patriarch_MOrc_m00_t00_f	LineageNPCsTex.e_patriarch_MOrc_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_leather_1	ItemSound.armor_leather_3	3	ChrSound.MNpc_Giant_Dmg_1	ChrSound.MNpc_Giant_Dmg_2	ChrSound.MNpc_Giant_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7705	LineageNPC.e_fighterguild_teacher_MOrc	LineageNPCs.e_fighterguild_teacher_MOrc_m00	4	LineageNPCsTex.e_fighterguild_teacher_MOrc_m00_t00_b00	LineageNPCsTex.e_fighterguild_teacher_MOrc_m00_t00_b01	LineageNPCsTex.e_fighterguild_teacher_MOrc_m00_t00_f	LineageNPCsTex.e_fighterguild_teacher_MOrc_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_1	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_alt_6	ItemSound.armor_metal_weak_2	3	ChrSound.MNpc_Giant_Dmg_1	ChrSound.MNpc_Giant_Dmg_2	ChrSound.MNpc_Giant_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7706	LineageNPC.e_clergyman_MOrc	LineageNPCs.e_clergyman_MOrc_m00	4	LineageNPCsTex.e_clergyman_MOrc_m00_t00_b00	LineageNPCsTex.e_clergyman_MOrc_m00_t00_b01	LineageNPCsTex.e_clergyman_MOrc_m00_t00_f	LineageNPCsTex.e_clergyman_MOrc_m00_t00_h		0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_leather_1	ItemSound.armor_leather_3	3	ChrSound.MNpc_Giant_Dmg_1	ChrSound.MNpc_Giant_Dmg_2	ChrSound.MNpc_Giant_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
7707	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_1	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_alt_6	ItemSound.armor_metal_alt_2	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7708	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_2	ItemSound.armor_metal_strong_5	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_alt_7	ItemSound.armor_metal_alt_3	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7709	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										2.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7710	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_strong_10	ItemSound.armor_metal_alt_9	ItemSound.armor_metal_alt_5	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7711	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_6	ItemSound.armor_metal_strong_11	ItemSound.armor_metal_alt_10	ItemSound.armor_metal_alt_4	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7712	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_strong_10	ItemSound.armor_metal_alt_9	ItemSound.armor_metal_alt_5	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7713	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										2.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_6	ItemSound.armor_metal_strong_11	ItemSound.armor_metal_alt_10	ItemSound.armor_metal_alt_4	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
7714	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			1	0										1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_1	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_alt_6	ItemSound.armor_metal_alt_2	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
