tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	dtab1[10]	dtab1[11]	dtab1[12]	dtab1[13]	dtab1[14]	dtab1[15]	dtab1[16]	dtab1[17]	dtab1[18]	dtab1[19]	dtab1[20]	dtab1[21]	dtab1[22]	dtab1[23]	dtab1[24]	dtab1[25]	npc_speed	unk0_cnt	unk0_tab	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	rb_effect_on	rb_effect	rb_effect_fl	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
30035	LineageNPC.a_mageguild_teacher_MHuman	LineageNPCs.a_mageguild_teacher_MHuman_m00	4	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_h		0			4	4416	14	20002	30035																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	152					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30036	LineageNPC.a_sanctuary_teacher_MHuman	LineageNPCs.a_sanctuary_teacher_MHuman_m00	4	LineageNPCsTex.a_sanctuary_teacher_MHuman_m00_t00_b00	LineageNPCsTex.a_sanctuary_teacher_MHuman_m00_t00_b01	LineageNPCsTex.a_sanctuary_teacher_MHuman_m00_t00_f	LineageNPCsTex.a_sanctuary_teacher_MHuman_m00_t00_h		0			4	4416	14	20002	30036																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30037	LineageNPC.a_sanctuary_teacher_FHuman	LineageNPCs.a_sanctuary_teacher_FHuman_m00	4	LineageNPCsTex.a_sanctuary_teacher_FHuman_m00_t00_b00	LineageNPCsTex.a_sanctuary_teacher_FHuman_m00_t00_b01	LineageNPCsTex.a_sanctuary_teacher_FHuman_m00_t00_f	LineageNPCsTex.a_sanctuary_teacher_FHuman_m00_t00_h		0			4	4416	14	20002	30037																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_5	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30039	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			4	4416	14	20002	30039																							1.60000002	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_1	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_alt_6	ItemSound.armor_metal_alt_2	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	257					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
30040	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			4	4416	14	20002	30040																							1.60000002	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_2	ItemSound.armor_metal_strong_5	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_alt_7	ItemSound.armor_metal_alt_3	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
30041	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			4	4416	14	20002	30041																							1.60000002	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	153					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
30042	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			4	4416	14	20002	30042																							1.60000002	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_strong_10	ItemSound.armor_metal_alt_9	ItemSound.armor_metal_alt_5	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	155					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
30043	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			4	4416	14	20002	30043																							1.60000002	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_6	ItemSound.armor_metal_strong_11	ItemSound.armor_metal_alt_10	ItemSound.armor_metal_alt_4	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
30044	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			4	4416	14	20002	30044																							1.60000002	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_1	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_alt_6	ItemSound.armor_metal_alt_2	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
30045	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			4	4416	14	20002	30045																							1.60000002	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_2	ItemSound.armor_metal_strong_5	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_alt_7	ItemSound.armor_metal_alt_3	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
30046	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			4	4416	14	20002	30046																							1.60000002	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
30047	LineageNPC.a_wharfinger_MHuman	LineageNPCs.a_wharfinger_MHuman_m00	4	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_b00	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_b01	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_f	LineageNPCsTex.a_wharfinger_MHuman_m00_t00_h		0			4	4416	14	20002	30047																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30048	LineageNPC.a_common_peopleB_MHuman	LineageNPCs.a_common_peopleB_MHuman_m00	4	LineageNPCsTex.a_common_peopleB_MHuman_m00_t00_b00	LineageNPCsTex.a_common_peopleB_MHuman_m00_t00_b01	LineageNPCsTex.a_common_peopleB_MHuman_m00_t00_f	LineageNPCsTex.a_common_peopleB_MHuman_m00_t00_h		0			4	4416	14	20002	30048																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_7	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0			1	1					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30049	LineageNPC.a_common_peopleB_FHuman	LineageNPCs.a_common_peopleB_FHuman_m00	4	LineageNPCsTex.a_common_peopleB_FHuman_m00_t00_b00	LineageNPCsTex.a_common_peopleB_FHuman_m00_t00_b01	LineageNPCsTex.a_common_peopleB_FHuman_m00_t00_f	LineageNPCsTex.a_common_peopleB_FHuman_m00_t00_h		0			4	4416	14	20002	30049																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30050	LineageNPC.a_common_peopleA_MHuman	LineageNPCs.a_common_peopleA_MHuman_m00	2	LineageNPCsTex.a_common_peopleA_MHuman_m00_t00_b00	LineageNPCsTex.a_common_peopleA_MHuman_m00_t00_b01				0			4	4416	14	20002	30050																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Fighter_Dmg_3	ChrSound.MNpc_Young_Dmg_3	0			1	151					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30051	LineageNPC.a_common_peopleA_FHuman	LineageNPCs.a_common_peopleA_FHuman_m00	4	LineageNPCsTex.a_common_peopleA_FHuman_m00_t00_b00	LineageNPCsTex.a_common_peopleA_FHuman_m00_t00_b01	LineageNPCsTex.a_common_peopleA_FHuman_m00_t00_f	LineageNPCsTex.a_common_peopleA_FHuman_m00_t00_h		0			4	4416	14	20002	30051																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.FNpc_Fighter_Dmg_3	ChrSound.FNpc_Young_Dmg_3	ChrSound.FNpc_Lady_Dmg_1	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30054	LineageNPC.a_warehouse_keeper_MDwarf	LineageNPCs.a_warehouse_keeper_MDwarf_m00	4	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_b00	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_b01	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_f	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_h		0			4	4416	18	20002	30054																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_5	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30055	LineageNPC.a_warehouse_keeper_MDwarf	LineageNPCs.a_warehouse_keeper_MDwarf_m00	4	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_b00	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_b01	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_f	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_h		0			4	4416	18	20002	30055																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30057	LineageNPC.a_warehouse_keeper_MDwarf	LineageNPCs.a_warehouse_keeper_MDwarf_m00	4	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_b00	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_b01	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_f	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_h		0			4	4416	18	20002	30057																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30058	LineageNPC.a_warehouse_keeper_MDwarf	LineageNPCs.a_warehouse_keeper_MDwarf_m00	4	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_b00	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_b01	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_f	LineageNPCsTex.a_warehouse_keeper_MDwarf_m00_t00_h		0			4	4416	18	20002	30058																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Old_Dmg_1	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Old_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30059	LineageNPC.a_teleporter_FHuman	LineageNPCs.a_teleporter_FHuman_m00	4	LineageNPCsTex.a_teleporter_FHuman_m00_t00_b00	LineageNPCsTex.a_teleporter_FHuman_m00_t00_b01	LineageNPCsTex.a_teleporter_FHuman_m00_t00_f	LineageNPCsTex.a_teleporter_FHuman_m00_t00_h		0			4	4416	14	20002	30059																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30060	LineageNPC.a_traderA_MHuman	LineageNPCs.a_traderA_MHuman_m00	4	LineageNPCsTex.a_traderA_MHuman_m00_t00_b00	LineageNPCsTex.a_traderA_MHuman_m00_t00_b01	LineageNPCsTex.a_traderA_MHuman_m00_t00_f	LineageNPCsTex.a_traderA_MHuman_m00_t00_h		0			4	4416	14	20002	30060																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Old_Dmg_2	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30061	LineageNPC.a_traderB_MHuman	LineageNPCs.a_traderB_MHuman_m00	4	LineageNPCsTex.a_traderB_MHuman_m00_t00_b00	LineageNPCsTex.a_traderB_MHuman_m00_t00_b01	LineageNPCsTex.a_traderB_MHuman_m00_t00_f	LineageNPCsTex.a_traderB_MHuman_m00_t00_h		0			4	4416	14	20002	30061																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Fighter_Dmg_3	ChrSound.MNpc_Young_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30062	LineageNPC.a_traderA_FHuman	LineageNPCs.a_traderA_FHuman_m00	4	LineageNPCsTex.a_traderA_FHuman_m00_t00_b00	LineageNPCsTex.a_traderA_FHuman_m00_t00_b01	LineageNPCsTex.a_traderA_FHuman_m00_t00_f	LineageNPCsTex.a_traderA_FHuman_m00_t00_h		0			4	4416	14	20002	30062																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_7	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30063	LineageNPC.a_traderB_FHuman	LineageNPCs.a_traderB_FHuman_m00	4	LineageNPCsTex.a_traderB_FHuman_m00_t00_b00	LineageNPCsTex.a_traderB_FHuman_m00_t00_b01	LineageNPCsTex.a_traderB_FHuman_m00_t00_f	LineageNPCsTex.a_traderB_FHuman_m00_t00_h		0			4	4416	14	20002	30063																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30064	LineageNPC.a_fighterguild_teacher_MHuman	LineageNPCs.a_fighterguild_teacher_MHuman_m00	4	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_b00	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_b01	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_f	LineageNPCsTex.a_fighterguild_teacher_MHuman_m00_t00_h		0			4	4416	14	20002	30064																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30065	LineageNPC.a_fighterguild_teacher_FHuman	LineageNPCs.a_fighterguild_teacher_FHuman_m00	4	LineageNPCsTex.a_fighterguild_teacher_FHuman_m00_t00_b00	LineageNPCsTex.a_fighterguild_teacher_FHuman_m00_t00_b01	LineageNPCsTex.a_fighterguild_teacher_FHuman_m00_t00_f	LineageNPCsTex.a_fighterguild_teacher_FHuman_m00_t00_h		0			4	4416	14	20002	30065																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_1	ItemSound.armor_metal_strong_3	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_alt_6	ItemSound.armor_metal_alt_2	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30066	LineageNPC.a_fighterguild_master_Mhuman	LineageNPCs.a_fighterguild_master_Mhuman_m00	4	LineageNPCsTex.a_fighterguild_master_Mhuman_m00_t00_b00	LineageNPCsTex.a_fighterguild_master_Mhuman_m00_t00_b01	LineageNPCsTex.a_fighterguild_master_Mhuman_m00_t00_f	LineageNPCsTex.a_fighterguild_master_Mhuman_m00_t00_h		0			4	4416	14	20002	30066																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30067	LineageNPC.a_sanctuary_teacher_FHuman	LineageNPCs.a_sanctuary_teacher_FHuman_m00	4	LineageNPCsTex.a_sanctuary_teacher_FHuman_m00_t00_b00	LineageNPCsTex.a_sanctuary_teacher_FHuman_m00_t00_b01	LineageNPCsTex.a_sanctuary_teacher_FHuman_m00_t00_f	LineageNPCsTex.a_sanctuary_teacher_FHuman_m00_t00_h		0			4	4416	14	20002	30067																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30068	LineageNPC.a_mageguild_teacher_MElf	LineageNPCs.a_mageguild_teacher_MElf_m00	4	LineageNPCsTex.a_mageguild_teacher_MElf_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_MElf_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_MElf_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_MElf_m00_t00_h		0			4	4416	15	20002	30068																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30069	LineageNPC.a_mageguild_teacher_MHuman	LineageNPCs.a_mageguild_teacher_MHuman_m00	4	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_b00	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_b01	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_f	LineageNPCsTex.a_mageguild_teacher_MHuman_m00_t00_h		0			4	4416	14	20002	30069																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_7	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	380					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
30070	LineageNPC.a_sanctuary_master_MHuman	LineageNPCs.a_sanctuary_master_MHuman_m00	4	LineageNPCsTex.a_sanctuary_master_MHuman_m00_t00_b00	LineageNPCsTex.a_sanctuary_master_MHuman_m00_t00_b01	LineageNPCsTex.a_sanctuary_master_MHuman_m00_t00_f	LineageNPCsTex.a_sanctuary_master_MHuman_m00_t00_h		0			4	4416	14	20002	30070																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
