tag	id	drop_type	drop_anim_type	drop_radius	drop_height	UNK_0	drop_mesh	drop_tex	icon[0]	icon[1]	icon[2]	icon[3]	icon[4]	durability	weight	material	crystallizable	UNK_1	body_part	m_HumnFigh_cntm	m_HumnFigh_m[0]	m_HumnFigh_m[1]	m_HumnFigh_cntt	m_HumnFigh_t[0]	m_HumnFigh_t[1]	f_HumnFigh_cntm	f_HumnFigh_m[0]	f_HumnFigh_m[1]	f_HumnFigh_cntt	f_HumnFigh_t[0]	f_HumnFigh_t[1]	m_DarkElf_cntm	m_DarkElf_m[0]	m_DarkElf_m[1]	m_DarkElf_cntt	m_DarkElf_t[0]	m_DarkElf_t[1]	f_DarkElf_cntm	f_DarkElf_m[0]	f_DarkElf_m[1]	f_DarkElf_cntt	f_DarkElf_t[0]	f_DarkElf_t[1]	m_Dorf_cntm	m_Dorf_m[0]	m_Dorf_m[1]	m_Dorf_cntt	m_Dorf_t[0]	m_Dorf_t[1]	f_Dorf_cntm	f_Dorf_m[0]	f_Dorf_m[1]	f_Dorf_cntt	f_Dorf_t[0]	f_Dorf_t[1]	m_Elf_cntm	m_Elf_m[0]	m_Elf_m[1]	m_Elf_cntt	m_Elf_t[0]	m_Elf_t[1]	f_Elf_cntm	f_Elf_m[0]	f_Elf_m[1]	f_Elf_cntt	f_Elf_t[0]	f_Elf_t[1]	m_HumnMyst_cntm	m_HumnMyst_m[0]	m_HumnMyst_m[1]	m_HumnMyst_cntt	m_HumnMyst_t[0]	m_HumnMyst_t[1]	f_HumnMyst_cntm	f_HumnMyst_m[0]	f_HumnMyst_m[1]	f_HumnMyst_cntt	f_HumnMyst_t[0]	f_HumnMyst_t[1]	m_OrcFigh_cntm	m_OrcFigh_m[0]	m_OrcFigh_m[1]	m_OrcFigh_cntt	m_OrcFigh_t[0]	m_OrcFigh_t[1]	f_OrcFigh_cntm	f_OrcFigh_m[0]	f_OrcFigh_m[1]	f_OrcFigh_cntt	f_OrcFigh_t[0]	f_OrcFigh_t[1]	m_OrcMage_cntm	m_OrcMage_m[0]	m_OrcMage_m[1]	m_OrcMage_cntt	m_OrcMage_t[0]	m_OrcMage_t[1]	f_OrcMage_cntm	f_OrcMage_m[0]	f_OrcMage_m[1]	f_OrcMage_cntt	f_OrcMage_t[0]	f_OrcMage_t[1]	Unknown_MT_cntm	Unknown_MT_m[0]	Unknown_MT_cntt	Unknown_MT_t[0]	NPC_MT_cntm	NPC_MT_m[0]	NPC_MT_cntt	NPC_MT_t[0]	att_eff	item_sound_cnt	item_sound[0]	item_sound[1]	item_sound[2]	item_sound[3]	drop_sound	equip_sound	armor_type	crystal_type	avoid_mod	pdef	mdef	mpbonus
1	4224	0	3	6	4	0	dropitems.drop_mfighter_m003_t40_u_m00	MFighter.MFighter_m003_t40_u					icon.armor_blast_plate_i00	90	8920	6	1	0	10	1	LineageWarriors.MFighter_m003_u		1	MFighter.MFighter_m003_t40_u		1	LineageWarriors.FFighter_m003_u		1	FFighter.FFighter_m003_t40_u		1	LineageWarriors.MDarkElf_m005_u		1	MDarkElf.MDarkElf_m005_t40_u		1	LineageWarriors.FDarkElf_m005_u		1	FDarkElf.FDarkElf_m005_t40_u		1	LineageWarriors.MDwarf_m003_u		1	MDwarf.MDwarf_m003_t40_u		1	LineageWarriors.FDwarf_m003_u		1	FDwarf.FDwarf_m003_t40_u		1	LineageWarriors.MElf_m003_u		1	MElf.MElf_m003_t40_u		1	LineageWarriors.FElf_m003_u		1	FElf.FElf_m003_t40_u		1	LineageWarriors.MMagic_m004_u		1	MMagic.MMagic_m004_t40_u		1	LineageWarriors.FMagic_m004_u		1	FMagic.FMagic_m004_t40_u		1	LineageWarriors.MOrc_m003_u		1	MOrc.MOrc_m003_t40_u		1	LineageWarriors.FOrc_m003_u		1	FOrc.FOrc_m003_t40_u		1	LineageWarriors.MShaman_m003_u		1	MShaman.MShaman_m003_t40_u		1	LineageWarriors.FShaman_m003_u		1	FShaman.FShaman_m003_t40_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.armor_metal_alt_4	ItemSound.shield_steel_9	ItemSound.public_armor_03	ItemSound.armor_metal_alt_5	ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	0	0	68	0	0
1	4225	0	3	8	3	0	dropitems.drop_mfighter_m003_t19_l_m00	mfighter.mfighter_m003_t19_l					icon.armor_mithril_gaiters_i00	90	3960	6	1	0	11	1	LineageWarriors.MFighter_m003_l		1	MFighter.MFighter_m003_t40_l		1	LineageWarriors.FFighter_m004_l		1	FFighter.FFighter_m004_t40_l		1	LineageWarriors.MDarkElf_m005_l		1	MDarkElf.MDarkElf_m005_t40_l		1	LineageWarriors.FDarkElf_m005_l		1	FDarkElf.FDarkElf_m005_t40_l		1	LineageWarriors.MDwarf_m003_l		1	MDwarf.MDwarf_m003_t40_l		1	LineageWarriors.FDwarf_m003_l		1	FDwarf.FDwarf_m003_t40_l		1	LineageWarriors.MElf_m003_l		1	MElf.MElf_m003_t40_l		1	LineageWarriors.FElf_m004_l		1	FElf.FElf_m004_t40_l		1	LineageWarriors.MMagic_m002_l		1	MMagic.MMagic_m002_t40_l		1	LineageWarriors.FMagic_m004_l		1	FMagic.FMagic_m004_t40_l		1	LineageWarriors.MOrc_m003_l		1	MOrc.MOrc_m003_t40_l		1	LineageWarriors.FOrc_m003_l		1	FOrc.FOrc_m003_t40_l		1	LineageWarriors.MShaman_m003_l		1	MShaman.MShaman_m003_t40_l		1	LineageWarriors.FShaman_m003_l		1	FShaman.FShaman_m003_t40_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	0	0	43	0	0
1	4226	0	3	5	5	0	dropitems.drop_mfighter_m002_t20_g_m00	mfighter.mfighter_m002_t18_g					icon.armor_gauntlet_i00	90	650	19	1	0	9	1	LineageWarriors.MFighter_m002_g		1	MFighter.MFighter_m002_t13_g		1	LineageWarriors.FFighter_m005_g		1	FFighter.FFighter_m005_t13_g		1	LineageWarriors.MDarkElf_m002_g		1	MDarkElf.MDarkElf_m002_t13_g		1	LineageWarriors.FDarkElf_m002_g		1	FDarkElf.FDarkElf_m002_t13_g		1	LineageWarriors.MDwarf_m001_g		1	MDwarf.MDwarf_m001_t01_g		1	LineageWarriors.FDwarf_m001_g		1	FDwarf.FDwarf_m001_t01_g		1	LineageWarriors.MElf_m002_g		1	MElf.MElf_m002_t13_g		1	LineageWarriors.FElf_m005_g		1	FElf.FElf_m005_t13_g		1	LineageWarriors.MMagic_m001_g		1	MMagic.MMagic_m001_t13_g		1	LineageWarriors.FMagic_m001_g		1	FMagic.FMagic_m001_t13_g		1	LineageWarriors.MOrc_m001_g		1	MOrc.MOrc_m001_t01_g		1	LineageWarriors.FOrc_m001_g		1	FOrc.FOrc_m001_t01_g		1	LineageWarriors.MShaman_m001_g		1	MShaman.MShaman_m001_t01_g		1	LineageWarriors.FShaman_m001_g		1	FShaman.FShaman_m001_t01_g		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_glove	ItemSound.itemequip_armor_glove	0	0	0	17	0	0
1	4227	0	3	5	8	0	dropitems.drop_mfighter_m002_t48_b_m00	mfighter.mfighter_m002_t48_b					icon.armor_chain_boots_i00	90	1310	17	1	0	12	1	LineageWarriors.MFighter_m002_b		1	mfighter.mfighter_m002_t48_b		1	LineageWarriors.FFighter_m003_b		1	FFighter.FFighter_m003_t48_b		1	LineageWarriors.MDarkElf_m007_b		1	MDarkElf.MDarkElf_m007_t48_b		1	LineageWarriors.FDarkElf_m002_b		1	FDarkElf.FDarkElf_m002_t48_b		1	LineageWarriors.MDwarf_m003_b		1	MDwarf.MDwarf_m003_t48_b		1	LineageWarriors.FDwarf_m004_b		1	FDwarf.FDwarf_m004_t48_b		1	LineageWarriors.MElf_m008_b		1	MElf.MElf_m008_t48_b		1	LineageWarriors.FElf_m008_b		1	FElf.FElf_m008_t48_b		1	LineageWarriors.MMagic_m005_b		1	MMagic.MMagic_m005_t10_b		1	LineageWarriors.FMagic_m002_b		1	FMagic.FMagic_m002_t10_b		1	LineageWarriors.MOrc_m005_b		1	MOrc.MOrc_m005_t48_b		1	LineageWarriors.FOrc_m005_b		1	FOrc.FOrc_m005_t48_b		1	LineageWarriors.MShaman_m003_b		1	MShaman.MShaman_m003_t10_b		1	LineageWarriors.FShaman_m003_b		1	FShaman.FShaman_m003_t10_b		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_boots	ItemSound.itemequip_armor_boots	0	0	0	17	0	0
1	4228	0	3	6	2	0	dropitems.drop_mfighter_m002_t20_u_m00	mfighter.mfighter_m002_t20_u					icon.armor_compound_scale_mail_i00	90	8920	6	1	0	10	1	LineageWarriors.MFighter_m002_u		1	mfighter.mfighter_m002_t20_u		1	LineageWarriors.FFighter_m003_u		1	FFighter.FFighter_m003_t20_u		1	LineageWarriors.MDarkElf_m005_u		1	MDarkElf.MDarkElf_m005_t20_u		1	LineageWarriors.FDarkElf_m005_u		1	FDarkElf.FDarkElf_m005_t20_u		1	LineageWarriors.MDwarf_m003_u		1	MDwarf.MDwarf_m003_t20_u		1	LineageWarriors.FDwarf_m003_u		1	FDwarf.FDwarf_m003_t20_u		1	LineageWarriors.MElf_m002_u		1	MElf.MElf_m002_t20_u		1	LineageWarriors.FElf_m002_u		1	FElf.FElf_m002_t20_u		1	LineageWarriors.MMagic_m005_u		1	MMagic.MMagic_m005_t20_u		1	LineageWarriors.FMagic_m002_u		1	FMagic.FMagic_m002_t20_u		1	LineageWarriors.MOrc_m003_u		1	MOrc.MOrc_m003_t20_u		1	LineageWarriors.FOrc_m003_u		1	FOrc.FOrc_m003_t20_u		1	LineageWarriors.MShaman_m003_u		1	MShaman.MShaman_m003_t20_u		1	LineageWarriors.FShaman_m003_u		1	FShaman.FShaman_m003_t20_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.shield_steel_1	ItemSound.public_armor_04	ItemSound.shield_steel_8	ItemSound.armor_metal_alt_4	ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	0	0	68	0	0
1	4229	0	3	8	1	0	dropitems.drop_mfighter_m001_t20_l_m00	mfighter.mfighter_m001_t20_l					icon.armor_compound_scale_gaiters_i00	90	3960	6	1	0	11	1	LineageWarriors.MFighter_m001_l		1	mfighter.mfighter_m001_t20_l		1	LineageWarriors.FFighter_m001_l		1	FFighter.FFighter_m001_t20_l		1	LineageWarriors.MDarkElf_m005_l		1	MDarkElf.MDarkElf_m005_t20_l		1	LineageWarriors.FDarkElf_m005_l		1	FDarkElf.FDarkElf_m005_t20_l		1	LineageWarriors.MDwarf_m003_l		1	MDwarf.MDwarf_m003_t20_l		1	LineageWarriors.FDwarf_m003_l		1	FDwarf.FDwarf_m003_t20_l		1	LineageWarriors.MElf_m002_l		1	MElf.MElf_m002_t20_l		1	LineageWarriors.FElf_m002_l		1	FElf.FElf_m002_t20_l		1	LineageWarriors.MMagic_m005_l		1	MMagic.MMagic_m005_t20_l		1	LineageWarriors.FMagic_m002_l		1	FMagic.FMagic_m002_t20_l		1	LineageWarriors.MOrc_m003_l		1	MOrc.MOrc_m003_t20_l		1	LineageWarriors.FOrc_m003_l		1	FOrc.FOrc_m003_t20_l		1	LineageWarriors.MShaman_m003_l		1	MShaman.MShaman_m003_t20_l		1	LineageWarriors.FShaman_m003_l		1	FShaman.FShaman_m003_t20_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	0	0	43	0	0
1	4230	0	3	5	2	0	dropitems.drop_mfighter_m001_t33_g_m00	MFighter.MFighter_m001_t33_g					icon.armor_manticor_skin_gloves_i00	90	650	19	1	0	9	1	LineageWarriors.MFighter_m002_g		1	mfighter.mfighter_m002_t42_g		1	LineageWarriors.FFighter_m001_g		1	FFighter.FFighter_m001_t42_g		1	LineageWarriors.MDarkElf_m005_g		1	MDarkElf.MDarkElf_m005_t42_g		1	LineageWarriors.FDarkElf_m009_g		1	FDarkElf.FDarkElf_m009_t42_g		1	LineageWarriors.MDwarf_m002_g		1	MDwarf.MDwarf_m002_t42_g		1	LineageWarriors.FDwarf_m002_g		1	FDwarf.FDwarf_m002_t42_g		1	LineageWarriors.MElf_m005_g		1	MElf.MElf_m005_t42_g		1	LineageWarriors.FElf_m001_g		1	FElf.FElf_m001_t42_g		1	LineageWarriors.MMagic_m005_g		1	MMagic.MMagic_m005_t42_g		1	LineageWarriors.FMagic_m002_g		1	FMagic.FMagic_m002_t42_g		1	LineageWarriors.MOrc_m004_g		1	MOrc.MOrc_m004_t42_g		1	LineageWarriors.FOrc_m004_g		1	FOrc.FOrc_m004_t42_g		1	LineageWarriors.MShaman_m005_g		1	MShaman.MShaman_m005_t42_g		1	LineageWarriors.FShaman_m005_g		1	FShaman.FShaman_m005_t42_g		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_glove	ItemSound.itemequip_armor_glove	0	0	0	17	0	0
1	4231	0	3	5	7	0	dropitems.drop_MFighter_m003_t40_b_m00	MFighter.MFighter_m001_t13_b					icon.armor_iron_boots_i00	90	1310	17	1	0	12	1	LineageWarriors.MFighter_m003_b		1	MFighter.MFighter_m003_t40_b		1	LineageWarriors.FFighter_m001_b		1	FFighter.FFighter_m001_t13_b		1	LineageWarriors.MDarkElf_m002_b		1	MDarkElf.MDarkElf_m002_t13_b		1	LineageWarriors.FDarkElf_m002_b		1	FDarkElf.FDarkElf_m002_t13_b		1	LineageWarriors.MDwarf_m003_b		1	MDwarf.MDwarf_m003_t13_b		1	LineageWarriors.FDwarf_m003_b		1	FDwarf.FDwarf_m003_t13_b		1	LineageWarriors.MElf_m002_b		1	MElf.MElf_m002_t13_b		1	LineageWarriors.FElf_m005_b		1	FElf.FElf_m005_t13_b		1	LineageWarriors.MMagic_m003_b		1	MMagic.MMagic_m003_t13_b		1	LineageWarriors.FMagic_m001_b		1	FMagic.FMagic_m001_t13_b		1	LineageWarriors.MOrc_m003_b		1	MOrc.MOrc_m003_t13_b		1	LineageWarriors.FOrc_m003_b		1	FOrc.FOrc_m003_t13_b		1	LineageWarriors.MShaman_m003_b		1	MShaman.MShaman_m003_t13_b		1	LineageWarriors.FShaman_m003_b		1	FShaman.FShaman_m003_t13_b		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_boots	ItemSound.itemequip_armor_boots	0	0	0	17	0	0
1	4234	0	0	2	5	0	dropitems.drop_mfighter_m001_t30_u_m00	mfighter.mfighter_m001_t30_u					icon.etc_pet_armor_i06	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	50	50	0
1	4235	0	0	2	5	0	dropitems.drop_mfighter_m001_t30_u_m00	mfighter.mfighter_m001_t30_u					icon.etc_pet_armor_i07	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	58	58	0
1	4236	0	0	2	5	0	dropitems.drop_mfighter_m001_t30_u_m00	mfighter.mfighter_m001_t30_u					icon.etc_pet_armor_i07	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	58	58	0
1	5170	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i08	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	41	41	0
1	5171	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i09	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	44	44	0
1	5172	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i09	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	46	46	0
1	5173	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i10	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	49	49	0
1	5174	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i10	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	52	52	0
1	5175	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i11	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	54	54	0
1	5182	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i05	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	44	44	0
1	5183	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i05	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	46	46	0
1	5184	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i06	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	49	49	0
1	5185	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i06	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	52	52	0
1	5186	0	0	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.etc_pet_armor_i07	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	54	54	0
1	5216	0	0	9	1	0	dropitems.drop_mfighter_m001_t30_u_m00	mfighter.mfighter_m001_t30_u					icon.etc_pet_armor_i02	90	160	19	0	0	10	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	0	0	71	58	0
1	5287	0	3	8	5	0	dropitems.drop_MFighter_m009_t74_u_m00	mfighter.MFighter_m009_t74_u					icon.armor_t74_u_i02	95	7700	23	1	0	10	1	LineageWarriors.MFighter_m009_u		1	mfighter.MFighter_m009_t74_u		1	LineageWarriors.FFighter_m004_u		1	FFighter.FFighter_m004_t74_u		1	LineageWarriors.MDarkElf_m003_u		1	MDarkElf.MDarkElf_m003_t74_u		1	LineageWarriors.FDarkElf_m004_u		1	FDarkElf.FDarkElf_m004_t74_u		1	LineageWarriors.MDwarf_m008_u		1	MDwarf.MDwarf_m008_t74_u		1	LineageWarriors.FDwarf_m008_u		1	FDwarf.FDwarf_m008_t74_u		1	LineageWarriors.MElf_m011_u		1	MElf.MElf_m011_t74_u		1	LineageWarriors.FElf_m011_u		1	FElf.FElf_m011_t74_u		1	LineageWarriors.MMagic_m009_u		1	MMagic.MMagic_m009_t79_u		1	LineageWarriors.FMagic_m009_u		1	FMagic.FMagic_m009_t79_u		1	LineageWarriors.MOrc_m006_u		1	MOrc.MOrc_m006_t74_u		1	LineageWarriors.FOrc_m006_u		1	FOrc.FOrc_m006_t74_u		1	LineageWarriors.MShaman_m002_u		1	MShaman.MShaman_m002_t76_u		1	LineageWarriors.FShaman_m002_u		1	FShaman.FShaman_m002_t76_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.armor_metal_alt_6	ItemSound.public_armor_07	ItemSound.shield_steel_1	ItemSound.shield_steel_8	ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	4	0	171	0	0
1	5288	0	3	8	4	0	dropitems.drop_MFighter_m009_t74_l_m00	mfighter.MFighter_m009_t74_l					icon.armor_t74_l_i02	95	3320	23	1	0	11	1	LineageWarriors.MFighter_m009_l		1	mfighter.MFighter_m009_t74_l		1	LineageWarriors.FFighter_m012_l		1	FFighter.FFighter_m012_t74_l		1	LineageWarriors.MDarkElf_m004_l		1	MDarkElf.MDarkElf_m004_t74_l		1	LineageWarriors.FDarkElf_m008_l		1	FDarkElf.FDarkElf_m008_t74_l		1	LineageWarriors.MDwarf_m008_l		1	MDwarf.MDwarf_m008_t74_l		1	LineageWarriors.FDwarf_m008_l		1	FDwarf.FDwarf_m008_t74_l		1	LineageWarriors.MElf_m011_l		1	MElf.MElf_m011_t74_l		1	LineageWarriors.FElf_m011_l		1	FElf.FElf_m011_t74_l		1	LineageWarriors.MMagic_m003_l		1	MMagic.MMagic_m003_t79_l		1	LineageWarriors.FMagic_m009_l		1	FMagic.FMagic_m009_t79_l		1	LineageWarriors.MOrc_m006_l		1	MOrc.MOrc_m006_t74_l		1	LineageWarriors.FOrc_m006_l		1	FOrc.FOrc_m006_t74_l		1	LineageWarriors.MShaman_m006_l		1	MShaman.MShaman_m006_t76_l		1	LineageWarriors.FShaman_m006_l		1	FShaman.FShaman_m006_t76_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	2	4	0	107	0	0
1	5289	0	3	2	5	0	dropitems.drop_sack_m00	dropitemstex.drop_sack_t00					icon.armor_helmet_i02	90	570	23	1	0	6	1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			1			0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_helmet	ItemSound.itemequip_armor_helmet	0	4	0	69	0	0
1	5290	0	3	4	3	0	dropitems.drop_MFighter_m009_t74_g_m00	mfighter.MFighter_m009_t74_g					icon.armor_t74_g_i02	90	580	19	1	0	9	1	LineageWarriors.MFighter_m009_g		1	mfighter.MFighter_m009_t74_g		1	LineageWarriors.FFighter_m004_g		1	FFighter.FFighter_m004_t74_g		1	LineageWarriors.MDarkElf_m003_g		1	MDarkElf.MDarkElf_m003_t74_g		1	LineageWarriors.FDarkElf_m004_g		1	FDarkElf.FDarkElf_m004_t74_g		1	LineageWarriors.MDwarf_m008_g		1	MDwarf.MDwarf_m008_t74_g		1	LineageWarriors.FDwarf_m008_g		1	FDwarf.FDwarf_m008_t74_g		1	LineageWarriors.MElf_m011_g		1	MElf.MElf_m011_t74_g		1	LineageWarriors.FElf_m011_g		1	FElf.FElf_m011_t74_g		1	LineageWarriors.MMagic_m006_g		1	MMagic.MMagic_m006_t76_g		1	LineageWarriors.FMagic_m006_g		1	FMagic.FMagic_m006_t76_g		1	LineageWarriors.MOrc_m006_g		1	MOrc.MOrc_m006_t74_g		1	LineageWarriors.FOrc_m006_g		1	FOrc.FOrc_m006_t74_g		1	LineageWarriors.MShaman_m002_g		1	MShaman.MShaman_m002_t76_g		1	LineageWarriors.FShaman_m002_g		1	FShaman.FShaman_m002_t76_g		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_glove	ItemSound.itemequip_armor_glove	0	4	0	46	0	0
1	5291	0	3	4	8	0	dropitems.drop_MFighter_m009_t74_b_m00	mfighter.MFighter_m009_t74_b					icon.armor_t74_b_i02	95	1110	23	1	0	12	1	LineageWarriors.MFighter_m009_b		1	mfighter.MFighter_m009_t74_b		1	LineageWarriors.FFighter_m012_b		1	FFighter.FFighter_m012_t74_b		1	LineageWarriors.MDarkElf_m004_b		1	MDarkElf.MDarkElf_m004_t74_b		1	LineageWarriors.FDarkElf_m008_b		1	FDarkElf.FDarkElf_m008_t74_b		1	LineageWarriors.MDwarf_m008_b		1	MDwarf.MDwarf_m008_t74_b		1	LineageWarriors.FDwarf_m008_b		1	FDwarf.FDwarf_m008_t74_b		1	LineageWarriors.MElf_m011_b		1	MElf.MElf_m011_t74_b		1	LineageWarriors.FElf_m011_b		1	FElf.FElf_m011_t74_b		1	LineageWarriors.MMagic_m006_b		1	MMagic.MMagic_m006_t76_b		1	LineageWarriors.FMagic_m006_b		1	FMagic.FMagic_m006_t76_b		1	LineageWarriors.MOrc_m006_b		1	MOrc.MOrc_m006_t74_b		1	LineageWarriors.FOrc_m006_b		1	FOrc.FOrc_m006_t74_b		1	LineageWarriors.MShaman_m006_b		1	MShaman.MShaman_m006_t76_b		1	LineageWarriors.FShaman_m006_b		1	FShaman.FShaman_m006_t76_b		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_boots	ItemSound.itemequip_armor_boots	0	4	0	46	0	0
