id	level	name	description
144	33	a,Dual Weapon Mastery\0	a,Increases attack power when using dual weapons.\0
144	34	a,Dual Weapon Mastery\0	a,Increases attack power when using dual weapons.\0
144	35	a,Dual Weapon Mastery\0	a,Increases attack power when using dual weapons.\0
144	36	a,Dual Weapon Mastery\0	a,Increases attack power when using dual weapons.\0
144	37	a,Dual Weapon Mastery\0	a,Increases attack power when using dual weapons.\0
150	1	a,Weight Limit\0	a,Double the weight limit.\0
150	2	a,Weight Limit\0	a,Triple the weight limit.\0
150	3	a,Weight Limit\0	a,Quadruple the weight limit.\0
165	1	a,Trade\0	a,Enables you to purchase high quality weapons with a discount up to 5%.\0
165	2	a,Trade\0	a,Enables you to purchase high quality weapons with a discount up to 10%.\0
165	3	a,Trade\0	a,Receives 10% on grade Ds, 5% on no grades and allows you to sell at an expensive price.\0
165	4	a,Trade\0	a,Receives 5% discount on grade C items, 10% on grade Ds, 5% on no grades and allows you to sell at an expensive price.\0
165	5	a,Trade\0	a,Receives 10% discount on grade C items, 10% on grade Ds, 5% on no grades and allows you to sell at an expensive price.\0
181	1	a,Revival\0	a,PC fully recovers. Can only be used 1/10 of maximum HP. Power 1685.\0
190	1	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 369. Over-hit available.\0
190	2	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 392. Over-hit available.\0
190	3	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 417. Over-hit available.\0
190	4	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 442. Over-hit available.\0
190	5	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 469. Over-hit available.\0
190	6	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 496. Over-hit available.\0
190	7	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 525. Over-hit available.\0
190	8	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 555. Over-hit available.\0
190	9	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 586. Over-hit available.\0
190	10	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 618. Over-hit available.\0
190	11	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 651. Over-hit available.\0
190	12	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 686. Over-hit available.\0
190	13	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 722. Over-hit available.\0
190	14	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 758. Over-hit available.\0
190	15	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 796. Over-hit available.\0
190	16	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 835. Over-hit available.\0
190	17	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 875. Over-hit available.\0
190	18	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 916. Over-hit available.\0
190	19	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 959. Over-hit available.\0
190	20	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 1002. Over-hit available.\0
190	21	a,Fatal Strike\0	a,Gathers power to hit hard. Available with blades and blunts only. Power 1046. Over-hit available.\0
190	22	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1091. Over-hit is possible.\0
190	23	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1136. Over-hit is possible.\0
190	24	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1183. Over-hit is possible.\0
190	25	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1230. Over-hit is possible.\0
190	26	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1278. Over-hit is possible.\0
190	27	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1327. Over-hit is possible.\0
190	28	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1376. Over-hit is possible.\0
190	29	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1425. Over-hit is possible.\0
190	30	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1475. Over-hit is possible.\0
190	31	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1525. Over-hit is possible.\0
190	32	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1576. Over-hit is possible.\0
190	33	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1626. Over-hit is possible.\0
190	34	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1677. Over-hit is possible.\0
190	35	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1727. Over-hit is possible.\0
190	36	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1777. Over-hit is possible.\0
190	37	a,Fatal Strike\0	a,After gathering power, it strikes hard.   Can be used when one is equipped with sword or blunt type weapon. Power 1827. Over-hit is possible.\0
196	1	a,Holy Blade\0	a,Ability to attack with sacred power.\0
197	1	a,Holy Armor\0	a,Increases defense against undead monsters.\0
197	2	a,Holy Armor\0	a,Increases defense against undead monsters.\0
221	1	a,Silent Move\0	a,Disables preemptive attacks from enemies. Continuously consumes MP.\0
222	1	a,Fist Fury\0	a,Greatly increases attack speed. Continuously consumes HP.\0
258	1	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	2	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	3	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	4	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	5	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	6	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	7	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	8	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	9	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	10	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	11	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	12	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	13	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	14	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	15	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	16	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	17	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	18	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	19	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	20	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	21	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	22	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	23	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	24	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	25	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	26	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	27	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	28	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	29	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	30	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	31	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	32	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
258	33	a,Light Armor Mastery\0	a,Increases P. Def., Casting Spd., Atk. Spd., and MP recovery speed when one is wearing light armor.\0
259	1	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	2	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	3	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	4	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	5	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	6	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	7	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	8	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	9	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	10	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	11	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	12	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	13	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	14	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	15	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	16	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	17	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	18	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	19	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	20	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	21	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	22	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	23	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	24	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	25	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	26	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	27	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	28	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	29	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	30	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	31	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	32	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
259	33	a,Heavy Armor Mastery\0	a,Increases one's P. Def., Casting Spd and Atk. Spd. when one is wearing heavy armor.\0
260	1	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 123.\0
260	2	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 131.\0
260	3	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 139.\0
260	4	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 148.\0
260	5	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 157.\0
260	6	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 166.\0
260	7	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 175.\0
260	8	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 185.\0
260	9	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 196.\0
260	10	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 206.\0
260	11	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 217.\0
260	12	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 229.\0
260	13	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 241.\0
260	14	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 253.\0
260	15	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 266.\0
260	16	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 279.\0
260	17	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 292.\0
260	18	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 306.\0
260	19	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 320.\0
260	20	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 334.\0
260	21	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 349.\0
260	22	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 364.\0
260	23	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 379.\0
260	24	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 395.\0
260	25	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 410.\0
260	26	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 426.\0
260	27	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 443.\0
260	28	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 459.\0
260	29	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 475.\0
260	30	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 492.\0
260	31	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 509.\0
260	32	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 526.\0
260	33	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 542.\0
260	34	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 559.\0
260	35	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 576.\0
260	36	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 593.\0
260	37	a,Hammer Crush\0	a,Devastating attack, leaving enemy in a state of shock. Used with a blunt weapon. Over-hit is possible. Power 609.\0
261	1	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 1948.\0
261	2	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2042.\0
261	3	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2138.\0
261	4	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2236.\0
261	5	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2337.\0
261	6	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2439.\0
261	7	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2544.\0
261	8	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2651.\0
261	9	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2760.\0
261	10	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2870.\0
261	11	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 2982.\0
261	12	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 3095.\0
261	13	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 3210.\0
261	14	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 3325.\0
261	15	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 3442.\0
261	16	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 3559.\0
261	17	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 3676.\0
261	18	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 3794.\0
261	19	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 3911.\0
261	20	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 4029.\0
261	21	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 4146.\0
261	22	a,Triple Sonic Slash\0	a,By discharging sonic force, an enhanced triple swing attack is made. Usable when dual-swords are equipped. Level 3 or above Focus Sonic charge required. Power 4262.\0
262	1	a,Holy Blessing\0	a,Recovers HP. Power 236.\0
262	2	a,Holy Blessing\0	a,Recovers HP. Power 245.\0
262	3	a,Holy Blessing\0	a,Recovers HP. Power 254.\0
262	4	a,Holy Blessing\0	a,Recovers HP. Power 262.\0
262	5	a,Holy Blessing\0	a,Recovers HP. Power 271.\0
262	6	a,Holy Blessing\0	a,Recovers HP. Power 281.\0
262	7	a,Holy Blessing\0	a,Recovers HP. Power 290.\0
262	8	a,Holy Blessing\0	a,Recovers HP. Power 299.\0
262	9	a,Holy Blessing\0	a,Recovers HP. Power 308.\0
262	10	a,Holy Blessing\0	a,Recovers HP. Power 318.\0
262	11	a,Holy Blessing\0	a,Recovers HP. Power 327.\0
262	12	a,Holy Blessing\0	a,Recovers HP. Power 337.\0
262	13	a,Holy Blessing\0	a,Recovers HP. Power 346.\0
262	14	a,Holy Blessing\0	a,Recovers HP. Power 356.\0
262	15	a,Holy Blessing\0	a,Recovers HP. Power 365.\0
262	16	a,Holy Blessing\0	a,Recovers HP. Power 375.\0
262	17	a,Holy Blessing\0	a,Recovers HP. Power 384.\0
262	18	a,Holy Blessing\0	a,Recovers HP. Power 393.\0
262	19	a,Holy Blessing\0	a,Recovers HP. Power 403.\0
262	20	a,Holy Blessing\0	a,Recovers HP. Power 412.\0
262	21	a,Holy Blessing\0	a,Recovers HP. Power 421.\0
262	22	a,Holy Blessing\0	a,Restores one's HP. Power 430.\0
262	23	a,Holy Blessing\0	a,Restores one's HP. Power 439.\0
262	24	a,Holy Blessing\0	a,Restores one's HP. Power 448.\0
262	25	a,Holy Blessing\0	a,Restores one's HP. Power 457.\0
262	26	a,Holy Blessing\0	a,Restores one's HP. Power 466.\0
262	27	a,Holy Blessing\0	a,Restores one's HP. Power 474.\0
262	28	a,Holy Blessing\0	a,Restores one's HP. Power 482.\0
262	29	a,Holy Blessing\0	a,Restores one's HP. Power 490.\0
262	30	a,Holy Blessing\0	a,Restores one's HP. Power 498.\0
262	31	a,Holy Blessing\0	a,Restores one's HP. Power 506.\0
262	32	a,Holy Blessing\0	a,Restores one's HP. Power 513.\0
262	33	a,Holy Blessing\0	a,Restores one's HP. Power 520.\0
262	34	a,Holy Blessing\0	a,Restores one's HP. Power 527.\0
262	35	a,Holy Blessing\0	a,Restores one's HP. Power 534.\0
262	36	a,Holy Blessing\0	a,Restores one's HP. Power 540.\0
262	37	a,Holy Blessing\0	a,Restores one's HP. Power 546.\0
263	1	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1107.\0
263	2	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1176.\0
263	3	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1249.\0
263	4	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1325.\0
263	5	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1405.\0
263	6	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1488.\0
263	7	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1574.\0
263	8	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1664.\0
263	9	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1757.\0
263	10	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1853.\0
263	11	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 1953.\0
263	12	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 2057.\0
263	13	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 2164.\0
263	14	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 2274.\0
263	15	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 2388.\0
263	16	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 2505.\0
263	17	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 2625.\0
263	18	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 2748.\0
263	19	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 2875.\0
263	20	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 3004.\0
263	21	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 3136.\0
263	22	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 3271.\0
263	23	a,Deadly Blow\0	a,Potentially deadly attack upon the enemy. Used with a dagger. Power 3408.\0
