tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt1	tab1[0]	tab1[1]	tab1[2]	tab1[3]	tab1[4]	tab1[5]	tab1[6]	tab1[7]	tab1[8]	tab1[9]	tab1[10]	tab1[11]	tab1[12]	tab1[13]	cnt2	tab2[0]	tab2[1]	tab2[2]	tab2[3]	tab2[4]	tab2[5]	tab2[6]	tab2[7]	tab2[8]	tab2[9]	tab2[10]	tab2[11]	tab2[12]	tab2[13]	quest_x	quest_y	quest_z	UNK_npc1_?	UNK_npc2_?	UNK_npc3_?	npc_name	UNK_0
1	409	4	a,Path to an Elven Oracle\0	a,Girl's Request\0	a,Allana explains that she has the ability to cure her younger sister's illness. She asks you to meet an old man named Perrin who gave her this ability and get her money back.\0	0															0															-93275.00000000	147654.00000000	-2674.00000000	19	0	3	a,Perrin\0	0
1	409	5	a,Path to an Elven Oracle\0	a,Let's Interrogate Perrin\0	a,You have defeated Tamil, guard of the evil Perrin. Interrogate him.\0	0															0															-93275.00000000	147654.00000000	-2674.00000000	19	0	3	a,Perrin\0	0
1	409	6	a,Path to an Elven Oracle\0	a,Let's Return to Allana\0	a,You retrieved Allana's money from Perrin. Take it to her. You will find her near the lighthouse.\0	0															0															-92310.00000000	154223.00000000	-3284.00000000	19	0	3	a,Allana\0	0
1	409	7	a,Path to an Elven Oracle\0	a,Manuel's Urgent Business\0	a,Priest Manuel of Gludio Castle Town contacted you through the crystal, saying that he needs to speak with you as soon as possible regarding a very urgent matter. Go see him immediately.\0	0															0															-13487.00000000	121541.00000000	-2966.00000000	19	0	3	a,Priest Manuel\0	0
1	409	8	a,Path to an Elven Oracle\0	a,Pursued Girl\0	a,You receive a tip that mercenary lizardmen were hired to kidnap the girl of prophecy. Hurry to the lighthouse in Gludin Harbor and protect her.\0	0															0															-92310.00000000	154223.00000000	-3284.00000000	19	0	3	a,Allana\0	0
1	409	9	a,Path to an Elven Oracle\0	a,Results of Prophecy\0	a,You could not save the girl's younger sister. Return to Priest Manuel and tell him.\0	0															0															-13487.00000000	121541.00000000	-2966.00000000	19	0	3	a,Priest Manuel\0	0
1	410	1	a,Path to a Palus Knight\0	a,Ritual of 13 Skulls\0	a,Quest that must be fulfilled to change occupation to Palus Knight. Master Virgil asks that you capture the 'gaze of abyss' through a trial in order to become a Palus Knight. He says you must then go to the Neutral Zone and bring back 13 lycanthrope skulls needed for the 13 Skull Ceremony. This will fulfill the first stage of the trial.\0	1	1238														1	13														-10743.00000000	85772.00000000	-3596.00000000	19	0	3	a,Neutral Zone\0	1
1	410	2	a,Path to a Palus Knight\0	a,Return to Master Virgil\0	a,You have collected all 13 skulls. Go to Master Virgil of Gludio Castle Town and find out about the second trial.\0	1	1238														1	13														-12791.00000000	123259.00000000	-3102.00000000	19	0	3	a,Master Virgil\0	0
1	410	3	a,Path to a Palus Knight\0	a,Ritual of Red Coffin\0	a,The second trial involves making a red coffin. Visit Abyssal Celebrant Kalinta of the Dark Elf Guild in Gludin Village.\0	0															0															-84383.00000000	149885.00000000	-3127.00000000	19	0	3	a,Abyssal Celebrant  Kalinta\0	0
1	410	4	a,Path to a Palus Knight\0	a,Coffin of Eternal Rest\0	a,The Trial of Red Coffin requires you to make a coffin. You must go to Windmill Hill south of Gludin Village and obtain one predator's carapace and five units of arachnid tracker silk.\0	2	1241	1242													2	1	5													-69232.00000000	170000.00000000	-3588.00000000	19	0	3	a,Windmill Hill\0	1
1	410	5	a,Path to a Palus Knight\0	a,Return to Kalinta\0	a,You have obtained all the ingredients to make the Coffin of Eternal Rest. Take them to Abyssal Celebrant Kalinta of the Dark Elf Guild in Gludin Village and ask him to make the coffin for you.\0	2	1241	1242													2	1	5													-84383.00000000	149885.00000000	-3127.00000000	19	0	3	a,Abyssal Celebrant  Kalinta\0	0
1	410	6	a,Path to a Palus Knight\0	a,Owner of the Coffin of Eternal Rest\0	a,By carving your name on the coffin, you have become its true owner. Now, take it and return to Master Virgil in Gludio Castle Town.\0	0															0															-12791.00000000	123259.00000000	-3102.00000000	19	0	3	a,Master Virgil\0	0
1	411	1	a,Path to an Assassin\0	a,Towards the Altar of Rites\0	a,Quest that must be fulfilled to change occupation to Assassin. To become an Assassin, Triskell asks you to prove your skills by helping Witch Arkenia who can be found at the Altar of Rites.\0	0															0															-44015.00000000	79683.00000000	-3653.00000000	19	0	3	a,Witch Arkenia\0	0
1	411	2	a,Path to an Assassin\0	a,In Search of Shilen's Tears\0	a,Witch Arkenia asks you to recover Shilen's tears that were stolen from her. You can get more information about the theft from Guard Leikan in Gludin Village. Go and see him.\0	0															0															-82822.00000000	149258.00000000	-3120.00000000	19	0	3	a,Guard Leikan\0	0
1	411	3	a,Path to an Assassin\0	a,Leikan's Request\0	a,Guard Leikan tells you that if you obtain 10 moonstone beast's molars for him, he will tell you who stole Shilen's Tears.\0	1	1248														1	10														-10743.00000000	85772.00000000	-3596.00000000	19	0	3	a,Neutral Zone\0	1
1	411	4	a,Path to an Assassin\0	a,Return to Leikan\0	a,You have obtained 10 moonstone beast's molars. Take them to Guard Leikan in Gludin Village.\0	1	1248														1	10														-82822.00000000	149258.00000000	-3120.00000000	19	0	3	a,Guard Leikan\0	0
1	411	5	a,Path to an Assassin\0	a,Recover Shilen's Tears\0	a,Guard Leikan tells you that the thief who stole Shilen's Tears is an orc named Calpico. You will find him near the School of Dark Arts. Kill him and recover Shilen's Tears.\0	1	1250														1	1														-51603.00000000	40937.00000000	-3476.00000000	19	0	3	a,Calpico\0	1
1	411	6	a,Path to an Assassin\0	a,Return to Arkenia\0	a,You defeated Calpico. Take Shilen's Tears to Witch Arkenia at the Altar of Rites.\0	1	1250														1	1														-44015.00000000	79683.00000000	-3653.00000000	19	0	3	a,Witch Arkenia\0	0
1	411	7	a,Path to an Assassin\0	a,Recommendation of Witch Arkenia\0	a,You have returned Shilen's Tears to Witch Arkenia for which she gave you a Recommendation to become an Assassin. Take it to Triskel in Gludio Castle Town.\0	0															0															-12506.00000000	123405.00000000	-3111.00000000	19	0	3	a,Triskel\0	0
1	412	1	a,Path to a Dark Wizard\0	a,Four Seeds\0	a,Quest that must be fulfilled to change occupation to Dark Wizard. Witch Varika speaks of the four seeds representing anger, despair, horror, and lunacy. One who obtains them all may become a Dark Wizard. She gives you a seed of despair and asks you to find the rest.\0	4	1254	1253	1255	1256											4	1	1	1	1											0.00000000	0.00000000	0.00000000	19	0	3	a,	1
1	413	1	a,Path to a Shillien Oracle\0	a,Two Books\0	a,Quest that must be fulfilled to change occupation to Shillien Oracle. Magister Sidra explains that to become a Shilien Oracle you must acquire two books written in ancient rune: the 'Garmiel book' and the 'Andariel book'. First you must visit Magister Talbot in the Village of Gludin, and learn how to obtain the Garmiel book.\0	0															0															-84657.00000000	149604.00000000	-3127.00000000	19	0	3	a,Magister Talbot\0	0
1	413	2	a,Path to a Shillien Oracle\0	a,Bloody Runes\0	a,Magister Talbot asks you to slay the dark succubus and bring back five bloody runes. You will find it in a spider nest west of the Altar of Rites. In return he will compile the Garmiel Book for you. Monsters to hunt: dark succubi.\0	1	1264														1	5														-66304.00000000	81472.00000000	-3344.00000000	19	0	3	a,Spider Nest\0	1
1	413	3	a,Path to a Shillien Oracle\0	a,Return to Talbot\0	a,You have collected all five bloody runes. Return to Magister Talbot in Gludin Village and ask him to make the Garmiel Book for you.\0	1	1264														1	5														-84657.00000000	149604.00000000	-3127.00000000	19	0	3	a,Magister Talbot\0	0
1	413	4	a,Path to a Shillien Oracle\0	a,Another Book\0	a,You have obtained the Garmiel book from Magister Talbot. Now you must obtain the Andariel book from Priest Adonius at Einhasad Temple in Gludin Village.\0	0															0															-79274.00000000	150966.00000000	-3043.00000000	19	0	3	a,Priest Adonius\0	0
1	413	5	a,Path to a Shillien Oracle\0	a,Ritual of Atonement?\0	a,Priest Adonius promises you that if you slay the skeletons and zombies in the Ruins of Despair and bring back 10 ashen bones, he will give you a copy of the Andariel book. You should hunt skeleton infantrymen, shield skeletons, zombie soldiers and zombie warriors.\0	1	1268														1	10														-18128.00000000	142528.00000000	-3897.00000000	19	0	3	a,Ruins of Agony\0	1
1	413	6	a,Path to a Shillien Oracle\0	a,Return to Adonius.\0	a,You have collected 10 ashen bones. Return to Priest Adonius at Einhasad Temple in Gludin Village and receive a copy of the Andariel book.\0	1	1268														1	10														-79274.00000000	150966.00000000	-3043.00000000	19	0	3	a,Priest Adonius\0	0
1	413	7	a,Path to a Shillien Oracle\0	a,Shillien Oracle\0	a,You have obtained the Andariel Book from Priest Adonius. Return to Magister Sidra.\0	0															0															-12503.00000000	123054.00000000	-3102.00000000	19	0	3	a,Magister Sidra\0	0
1	414	1	a,Path to an Orc Raider\0	a,Defeat Ratman Leader\0	a,Quest that must be fulfilled to change occupation to Orc Raider. Prefect Karukia says that Orc Raiders must prove that their courage and loyalty are without fault. To prove your courage you must destroy the goblins and their kuruka ratmen helpers that are ruining this land. Kill goblin tomb raider leaders and kuruka ratman leaders.\0	1	1580														1	10														-21920.00000000	-116368.00000000	-2992.00000000	19	0	3	a,Northern Immortal Plateau\0	1
1	414	2	a,Path to an Orc Raider\0	a,Return to Prefect Karukia\0	a,You have killed all the Kuruka Ratman Leaders. Now, return to Prefect Karukia of Orc Fortress.\0	1	1580														1	10														-45952.00000000	-114496.00000000	-200.00000000	19	0	3	a,Prefect Karukia\0	0
1	414	3	a,Path to an Orc Raider\0	a,Kill the Betrayers!\0	a,Prefect Karukia orders you to kill two traitors who betrayed their tribe and went into hiding with Umbar tribe. Take their heads and go to Prefect Kasman of Gludin Village. Read the betrayer's report and by using the information in it, slay the Orc betrayers!\0	1	1591														1	2														-74379.00000000	83975.00000000	-3336.00000000	19	0	3	a,Betrayer Umbars\0	1
1	414	4	a,Path to an Orc Raider\0	a,Visit Prefect Kasman\0	a,You have slain the traitorous orcs who were hiding out with the Umbar tribe. Take their heads to Prefect Kasman in Gludin Village.\0	1	1591														1	2														-80303.00000000	153180.00000000	-3176.00000000	19	0	3	a,Prefect Kasman\0	0
1	415	1	a,Path to a Monk\0	a,Find Khavatari Rosheek.\0	a,This quest is required in order to change occupation to Monk. Gantaki Zu Urutu will instruct you in the traditional martial arts of the Orcs and tell you that you must receive a scroll from two Masters. He tells you to first go to Khavatari Rosheek, who is training somewhere on the Immortal Plateau.\0	0															0															12432.00000000	-141808.00000000	-1877.00000000	19	0	3	a,Frozen Waterfalls\0	0
1	415	2	a,Path to a Monk\0	a,1st Spirit Scroll\0	a,Khavatari Rosheek says that he doesn't have time to waste on a novice like you. He orders you to go and slay five Kasha bears, collect their claws in a pouch and bring them to him. You must use only blunt-type weapons for this task.\0	1	1600														1	5														8487.00000000	-126044.00000000	-2176.00000000	19	0	3	a,Northern Immortal Plateau\0	1
1	415	3	a,Path to a Monk\0	a,Return to Khavatari Rosheek\0	a,You have slain five Kasha bears. Return to Khavatari Rosheek. You will find him near the Frozen Waterfalls.\0	1	1597														1	1														12432.00000000	-141808.00000000	-1877.00000000	19	0	3	a,Khavatari Rosheek\0	0
1	415	4	a,Path to a Monk\0	a,2nd Spirit Scroll\0	a,Khavatari Rosheek is meditating. He orders you  to slay five Kasha blade spiders, collect their claws in a pouch and bring them back to him. You must only use blunt-type weapons for this task.\0	1	1601														1	5														8487.00000000	-126044.00000000	-2176.00000000	19	0	3	a,Northern Immortal Plateau\0	1
1	415	5	a,Path to a Monk\0	a,Return to Khavatari Rosheek\0	a,You have collected five claws of Kasha blade spiders in a pouch. Take the pouch to Khavatari Rosheek near the Frozen Waterfalls.\0	1	1598														1	1														12432.00000000	-141808.00000000	-1877.00000000	19	0	3	a,Khavatari Rosheek\0	0
1	415	6	a,Path to a Monk\0	a,3rd Spirit Scroll\0	a,Khavatari Rosheek is about to go on break. He tells you to slay five scarlet salamanders, collect their scales in a pouch and bring it back to him. You must only use blunt-type weapons for this task.\0	1	1602														1	5														9424.00000000	-112528.00000000	-253.00000000	19	0	3	a,Cave of Trials\0	1
1	415	7	a,Path to a Monk\0	a,Return to Khavatari Rosheek\0	a,You have collected five scales of scarlet salamanders in a pouch. Take the pouch to Khavatari Rosheek near the Frozen Waterfalls.\0	1	1599														1	1														12432.00000000	-141808.00000000	-1877.00000000	19	0	3	a,Khavatari Rosheek\0	0
1	415	8	a,Path to a Monk\0	a,Fiery Spirit\0	a,Khavatari Rosheek has given you a fiery spirit scroll! Return to Gantaki Zu Urutu in Orc Village.\0	0															0															-44624.00000000	-111873.00000000	-238.00000000	19	0	3	a,Gantaki Zu Uruto\0	0
1	415	9	a,Path to a Monk\0	a,Second Scroll\0	a,Prefect Kasman in Gludin Village will tell you about the second scroll you will need to obtain to become a Monk.\0	0															0															-80303.00000000	153180.00000000	-3176.00000000	19	0	3	a,Gantaki Zu Uruto\0	0
1	415	10	a,Path to a Monk\0	a,Iron Will Scroll\0	a,In order to find the second scroll, you must meet Khavatari Toruku. He is located near the fork in the road in the northern part of Gludin Village.\0	0															0															-69734.00000000	116264.00000000	-3536.00000000	19	0	3	a,Khavatari Toruku\0	0
1	415	11	a,Path to a Monk\0	a,Trial of Iron\0	a,Khavatari Toruku asks that you defeat many different types and levels of warriors. Slay a Vuku orc fighter on Windmill Hill, a ratman warrior in a corner of the Ruins, a Langk lizardman in the Langk Lizardman Dwelling and a Felim lizardman in the Fellmere Harvest Grounds. You must kill three of each for a total of 12, collect the proofs in a pouch and take them to Khavatari Toruku. You may use only blunt-type weapons for this task. Hunt Vuku orc fighters, ratman warriors, Langk lizardman warriors, and Felim lizardman warriors.\0	4	1609	1610	1611	1612											4	3	3	3	3											0.00000000	0.00000000	0.00000000	19	0	3	a,	1
1	415	12	a,Path to a Monk\0	a,Return to Toruku\0	a,You have collected all of the proofs. Deliver the pouch to Khavatari Toruku.\0	1	1608														1	1														-69734.00000000	116264.00000000	-3536.00000000	19	0	3	a,Khavatari Toruku\0	0
1	415	13	a,Path to a Monk\0	a,Warrior of Iron and Fire\0	a,You have passed the Testimony of Khavatari Toruku, and thus received the Iron Will Scroll. Return to Prefect Kasman of Gludin Village.\0	0															0															-80303.00000000	153180.00000000	-3176.00000000	19	0	3	a,Prefect Kasman\0	0
1	416	1	a,Path to an Orc Shaman\0	a,Preparation of Offering\0	a,Quest that must be fulfilled to change occupation to Orc Shaman. Tataru Zu Hestui explains that in order to become an Orc Shaman, you must learn to lead spirits. In order to accomplish this, you must master the 'Language of Fire' which will enable you to communicate with spirits. There are three items needed to prepare for learning the language of fire. You must collect the pelt of a Kasha bear, the husk of a Kasha blade spider and a fiery egg of a scarlet salamander. Kasha bears and Kasha blade spiders can be found in the northern Immortal Plateau and scarlet salamanders can be found in the Cave of Trials. Monsters to hunt: Kasha bears, Kasha blade spiders and scarlet salamanders.\0	3	1617	1618	1619												3	1	1	1												9424.00000000	-112528.00000000	-253.00000000	19	0	3	a,Cave of Trials\0	1
1	416	2	a,Path to an Orc Shaman\0	a,Tataru zu Hestui\0	a,You have collected all three items. Return to Tataru Zu Hestui and prepare to meet with the spirit.\0	3	1617	1618	1619												3	1	1	1												-45328.00000000	-114736.00000000	-237.00000000	19	0	3	a,Tataru zu Hestui\0	0
1	416	3	a,Path to an Orc Shaman\0	a,Hestui Totem Spirit\0	a,Take the Hestui mask and fiery egg to the Hestui totem spirit. You will find it in the southern ruins of the Temple of Paagrio.\0	0															0															-49542.00000000	-109564.00000000	-238.00000000	19	0	3	a,Hestui Totem Spirit\0	0
1	416	4	a,Path to an Orc Shaman\0	a,Flame Ritual\0	a,The Hestui totem spirit has given you a claw as a present. Now, return to Tataru Zu Hestui in Orc Village.\0	0															0															-45328.00000000	-114736.00000000	-237.00000000	19	0	3	a,Tataru zu Hestui\0	0
1	416	5	a,Path to an Orc Shaman\0	a,Names of Spirits\0	a,You have performed a ritual using the claw you received from Hestui totem spirit and learned the language of fire. Take the recommendation you received from Tataru Zu Hestui to Seer Umos in Gludin Village. He will tell you how to learn the names of 99 spirits.\0	0															0															-80389.00000000	153091.00000000	-3176.00000000	19	0	3	a,Seer Umos\0	0
1	416	6	a,Path to an Orc Shaman\0	a,Duda-Mara Totem Spirit\0	a,Seer Umos explains that the second test to become an Orc Shaman involves learning the names of 99 spirits. For this, you must meet with the Duda-Mara totem spirit. But first, you must prepare yourself. Hunt grizzly bears in Fellmere Harvest Grounds above Gludin Village and bring back three bottles of grizzly blood. Monsters to hunt: grizzly bears.\0	1	1625														1	3														-67720.00000000	103358.00000000	-4000.00000000	19	0	3	a,Fellmere Harvest Grounds\0	1
1	416	7	a,Path to an Orc Shaman\0	a,Return to Seer Umos\0	a,You have collected three bottles of Grizzly Blood. Now take them to Seer Umos of Gludin Village.\0	1	1625														1	3														-80389.00000000	153091.00000000	-3176.00000000	19	0	3	a,Seer Umos\0	0
1	416	8	a,Path to an Orc Shaman\0	a,Manager of Names\0	a,Take the jar containing the blood and go visit the Duda-Mara totem spirit. The totem spirit is said to be located north of the Arena in Gludin Village.\0	0															0															-86162.00000000	136176.00000000	-3165.00000000	19	0	3	a,Duda-Mara Totem Spirit\0	0
1	416	9	a,Path to an Orc Shaman\0	a,Durka Spirit\0	a,The Duda-Mara totem spirit has asked you to catch the Durka spirit. You will find this spirit while hunting for poison spiders and arachnid trackers in the Fellmere Harvest Grounds.\0	0															0															-69968.00000000	116672.00000000	-3509.00000000	19	0	3	a,Fellmere Harvest Grounds\0	1
1	416	10	a,Path to an Orc Shaman\0	a,Duda-Mara Totem Spirit\0	a,You have captured the Durka spirit alive. Take it to the Duda-Mara totem spirit north of the Arena.\0	0															0															-86162.00000000	136176.00000000	-3165.00000000	19	0	3	a,Duda-Mara Totem Spirit\0	0
1	416	11	a,Path to an Orc Shaman\0	a,Blood of Duda-Mara Totem Spirit\0	a,The Duda-Mara totem spirit has given you a drop of blood as a present. Take it to Priest Umos in Gludin Village.\0	0															0															-80389.00000000	153091.00000000	-3176.00000000	19	0	3	a,Seer Umos\0	0
1	417	1	a,Path to a Scavenger\0	a,In Search of Master Toma - Part 1\0	a,This quest must be fulfilled before transferring to Scavenger class. Collector Pippi of the Dwarven Village encourages all aspiring Dwarves to become Scavengers. To become a Scavenger, you must receive the permission of Master Toma, whose whereabouts are currently unknown. It is said that his younger sister, Trader Mion of Dwarven Village, may know his whereabouts.\0	0															0															116268.00000000	-177524.00000000	-914.00000000	19	0	3	a,Trader Mion\0	0
1	417	2	a,Path to a Scavenger\0	a,In Search of Master Toma - Part 2\0	a,Trader Mion promises to find the location of Master Toma. In exchange, you have agreed to help her with her business. She asks you to deliver some items to her customers.\0	0															0															0.00000000	0.00000000	0.00000000	19	0	3	a,	1
1	417	3	a,Path to a Scavenger\0	a,In Search of Master Toma - Part 3\0	a,Trader Mion promises to find the location of Master Toma. In exchange, you have agreed to help her with her business. But she is making unreasonable demands.\0	0															0															116268.00000000	-177524.00000000	-914.00000000	19	0	3	a,Trader Mion\0	0
1	417	4	a,Path to a Scavenger\0	a,In Search of Master Toma - Part 4\0	a,Take the letter you got from Trader Mion to Master Toma. Master Toma can be found in the Abandoned Coal Mines east of Dwarven Village, the easternmost part of the Dwarven Kingdom, or perhaps somewhere on the northern coast.\0	0															0															0.00000000	0.00000000	0.00000000	19	0	3	a,	1
1	417	5	a,Path to a Scavenger\0	a,Honey Jar Spoil\0	a,Master Toma says that if you wish to become a Scavenger you must first bring him five honey jars. You can get them by using Spoil on honey bears. You'll find honey bears among the hunter bears west of the Northern Mining Region of Dwarven Village where the two shorelines merge.\0	1	1655														1	5														137311.00000000	-198794.00000000	-3760.00000000	19	0	3	a,Western Mining Region\0	1
1	417	6	a,Path to a Scavenger\0	a,Return to Toma\0	a,You have found all five honey jars. Let Master Toma's mouth be filled with the sweetness of honey!\0	1	1655														1	5														0.00000000	0.00000000	0.00000000	19	0	3	a,	1
1	417	7	a,Path to a Scavenger\0	a,Bead of Tarantula\0	a,Master Toma asks you to bring him 20 tarantula beads. They can be obtained by using Spoil on hunter tarantulas and plunder tarantulas.\0	1	1656														1	20														142256.00000000	-209008.00000000	-3420.00000000	19	0	3	a,Western Mining Region\0	1
1	417	8	a,Path to a Scavenger\0	a,Return to Toma\0	a,You have collected 20 beads. Take them to Master Toma.\0	1	1656														1	20														0.00000000	0.00000000	0.00000000	19	0	3	a,	1
1	417	9	a,Path to a Scavenger\0	a,Pay Back for the Drink\0	a,Take the package of beads Master Toma gave you to Warehouse Freightman Raut in Gludin Village.\0	0															0															-81966.00000000	153547.00000000	-3171.00000000	19	0	3	a,Warehouse Freightman Raut\0	0
1	417	10	a,Path to a Scavenger\0	a,In Search of Raut's Nephew\0	a,Warehouse Freightman Raut asks you to deliver Raut's teleport scroll to his nephew. His nephew lives in Dragon Valley.\0	0															0															70932.00000000	124558.00000000	-3460.00000000	19	0	3	a,Torai\0	0
1	417	11	a,Path to a Scavenger\0	a,Return to Raut\0	a,You have delivered Raut's Teleport Scroll to Torai. Take the succubus undies you received to Warehouse Freightman Raut in Gludin Village.\0	0															0															-81966.00000000	153547.00000000	-3171.00000000	19	0	3	a,Warehouse Freightman Raut\0	0
1	418	1	a,Path to an Artisan\0	a,The First Blacksmith Test\0	a,Quest that must be fulfilled to change occupation to Artisan. The Dwarf Village Blacksmith Silvery tells you that to become an Artisan you must receive recognition from three Blacksmiths that have been Artisans for a long time. He asks you to go to the Abandoned Coal Mines and obtain 10 boogle ratman teeth and two boogle ratman leader's big teeth.\0	2	1636	1637													2	10	2													139440.00000000	-177680.00000000	-1531.00000000	19	0	3	a,Abandoned Coal Mines\0	1
1	418	2	a,Path to an Artisan\0	a,Return to Silvery\0	a,You have collected all the teeth you needed from the ratmen. Take them to Blacksmith Silvery.\0	2	1636	1637													2	10	2													115271.00000000	-182692.00000000	-1445.00000000	19	0	3	a,Blacksmith Silvery\0	0
1	418	3	a,Path to an Artisan\0	a,The Second Blacksmith Test\0	a,In order to take the second test, you must visit Blacksmith Kluto. You can find him at the blacksmith's shop in Gludin Village.\0	0															0															-83172.00000000	155483.00000000	-3174.00000000	19	0	3	a,Blacksmith Kluto\0	0
1	418	4	a,Path to an Artisan\0	a,Errant to Pinter\0	a,Take the letter you received from Blacksmith Kluto to Blacksmith Pinter in Gludio Castle Town.\0	0															0															-15349.00000000	124763.00000000	-3113.00000000	19	0	3	a,Blacksmith Pinter\0	0
1	418	5	a,Path to an Artisan\0	a,Missing Box\0	a,The item that Blacksmith Kluto commissioned from Blacksmith Pinter has been stolen by a Vuku orc fighter. Find the culprit and recover the stolen secret box. The thief can be found on Windmill Hill south of Gludin Village. Monster to hunt: Vuku orc fighter.\0	1	1640														1	1														-69232.00000000	170000.00000000	-3588.00000000	19	0	3	a,Windmill Hill\0	1
1	418	6	a,Path to an Artisan\0	a,Return to Blacksmith Pinter\0	a,You have recovered the box. Return it to Blacksmith Pinter of Gludio Castle Town.\0	1	1640														1	1														-15349.00000000	124763.00000000	-3113.00000000	19	0	3	a,Blacksmith Pinter\0	0
1	418	7	a,Path to an Artisan\0	a,What is the Blacksmith's Test...?\0	a,Blacksmith Pinter rewards you with a 2nd Pass Certificate. Take the secret box to Blacksmith Kluto.\0	0															0															-83172.00000000	155483.00000000	-3174.00000000	19	0	3	a,Blacksmith Kluto\0	0
1	419	1	a,Get a Pet\0	a,To Obtain a Pet\0	a,To receive a pet, you must earn the approval of Pet Manager Martin in Gludin Village. He says that you must have love for and knowledge of animals to prove that you deserve a pet. He asks you to return to your hometown, eliminate all animal killers and return to him.\0	0															0															0.00000000	0.00000000	0.00000000	15	0	2	a,	1
1	420	1	a,Little Wing\0	a,Wiseman Cronos\0	a,Quest that must be completed in order to obtain a pet hatchling. Visit Pet Manager Cooper and tell him that you wish to raise a hatchling. He will tell you to seek help from Wiseman Cronos of Hunters Village.\0	0															0															117866.00000000	76483.00000000	-2692.00000000	35	0	2	a,Wiseman Cronos\0	0
1	420	2	a,Little Wing\0	a,Make a Fairy Stone\0	a,After collecting the items requested by Wiseman Cronos, find Maria in Dion Castle Town and ask her to make a fairy stone for you. Take the fairy stone to Cronos and he'll tell you what you need to do next.\0	0															0															0.00000000	0.00000000	0.00000000	35	0	2	a,	1
1	420	3	a,Little Wing\0	a,Fairy's Existence\0	a,Take the completed Elven stone to Guard Byron and ask him about fairies.\0	0															0															115032.00000000	74395.00000000	-2589.00000000	35	0	2	a,Guard Byron\0	0
1	420	4	a,Little Wing\0	a,In Search of a Fairy\0	a,Go to Fairy Valley and find a fairy who will talk with you.\0	0															0															0.00000000	0.00000000	0.00000000	35	0	2	a,	1
1	420	5	a,Little Wing\0	a,In Search of a Dragon Species\0	a,Take the juice of monkshood that Fairy Mymyu gave you to the drake or wyrm that she introduced you to.\0	0															0															0.00000000	0.00000000	0.00000000	35	0	2	a,	1
1	420	6	a,Little Wing\0	a,Find the Stolen Eggs\0	a,Recover 20 stolen eggs.\0	0															0															0.00000000	0.00000000	0.00000000	35	0	2	a,	1
1	420	7	a,Little Wing\0	a,Hatching Ritual\0	a,Take the eggs to Fairy Mymyu.\0	0															0															0.00000000	0.00000000	0.00000000	35	0	2	a,	1
1	501	1	a,Proof of Clan Alliance\0	a,Testimony of a Witch\0	a,Quest that must be completed in order to raise clan level to lv. 4. Sir Kristof Rodemai of Giran Castle Town is seeking a clan leader to restore order in the kingdom. Find Sir Rodemai and speak to him. He will say that he cannot join forces with someone whose skills are yet unproven, and recommends you to first attempt Witch Kalis's test. If you complete her test and return, he promises to give the 'Proof of Alliance,' which is needed when expanding the clan's powers and influences. First, go and seek Witch Kalis near the vicinity of the Ivory Tower.\0	0															0															95359.00000000	22208.00000000	-2879.00000000	0	0	3	a,Witch Kalis\0	0
1	501	2	a,Proof of Clan Alliance\0	a,Proof of Loyalty\0	a,Witch Kalis says she will test whether the clan members will give up their lives for their clan leader and says to prove the faithfulness of three clan members on the altar of sacrifice. If you get three marks of faithfulness, you can pass her test.\0	1	3837														1	3														95348.00000000	22298.00000000	-2882.00000000	0	0	3	a,Altar of Sacrifice\0	0
1	501	3	a,Proof of Clan Alliance\0	a,Can They Be Trusted?\0	a,Witch Kalis is testing the trust of the clan leader by asking him to take poison. Before the clan leader dies, the clan members must obtain all the ingredients on the antidote's ingredient list. Of those ingredients, blood of Eva can be only obtained by meeting Witch Athrea. You must hunt vanor silenos shamans, ol mahum witch doctors and Harit lizardman shamans.\0	4	3832	3833	3834	3835											4	1	1	1	1											0.00000000	0.00000000	0.00000000	0	0	3	a,	1
1	501	4	a,Proof of Clan Alliance\0	a,Hero with a Sincere Heart\0	a,You have passed the test of Witch Kalis and received a Voucher of Faith. Now, go to Giran Castle Town and meet with Sir Kristof Rodemai, a true hero. He is waiting for your return.\0	0															0															84521.00000000	146372.00000000	-3404.00000000	0	0	3	a,Sir Kristof Rodemai\0	0
1	503	1	a,Pursuit of Clan Ambition!\0	a,Sir Gustaf's Business\0	a,Quest that must be fulfilled in order to raise clan to level 5. Upon meeting Sir Gustaf Athebaldt in the town of Oren, he expresses his desire to aid the young and courageous leaders for the future of the kingdom. He promises to give you the 'Proof of Expectation,' which is needed when expanding the clan's powers and influences should you agree to join forces with him. Sir Athebaldt asks you to help him prepare for the attack against the dragon Antharas, and tells you to go meet Marvin in Giran Castle Town.\0	0															0															84274.00000000	143740.00000000	-3403.00000000	0	0	3	a,Martien\0	0
1	503	2	a,Pursuit of Clan Ambition!\0	a,Collect Wyrm Eggs\0	a,Martien is running a business that involves collecting eggs of drakes and wyrms. He asks that you go to Dragon Valley and collect ten eggs each of thunder wyrm, drake, blitz wyrm and mist drake. Blitz wyrms and mist drakes are very rare and cannot be found by ordinary methods. Go and meet with the bounty hunters who have experience hunting these beasts.\0	4	3839	3840	3841	3842											4	10	10	10	10											101856.00000000	111664.00000000	-3687.00000000	0	0	3	a,Dragon Valley\0	1
