id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
918	a,Istary's Alligators\0	a,	9C	E8	A9	-1
919	a,Maille Lizardman\0	a,	9C	E8	A9	-1
920	a,Maille Lizardman Scout\0	a,	9C	E8	A9	-1
921	a,Maille Lizardman Guard\0	a,	9C	E8	A9	-1
922	a,Maille Lizardman Warrior\0	a,	9C	E8	A9	-1
923	a,Maille Lizardman Shaman\0	a,	9C	E8	A9	-1
924	a,Maille Lizardman Matriarch\0	a,	9C	E8	A9	-1
925	a,Giant Araneid\0	a,	9C	E8	A9	-1
926	a,Poison Araneid\0	a,	9C	E8	A9	-1
927	a,King of the Araneid\0	a,	9C	E8	A9	-1
928	a,Hatu Weird Bee\0	a,	9C	E8	A9	-1
929	a,Hatu Dire Wolf\0	a,	9C	E8	A9	-1
930	a,Hatu Brown Bear\0	a,	9C	E8	A9	-1
931	a,Hatu Onyx Beast\0	a,	9C	E8	A9	-1
932	a,Hatu Crimson Bear\0	a,	9C	E8	A9	-1
933	a,Hatu Windsus\0	a,	9C	E8	A9	-1
934	a,Wasp Worker\0	a,	9C	E8	A9	-1
935	a,Wasp Leader\0	a,	9C	E8	A9	-1
936	a,Tanor Silenos\0	a,	9C	E8	A9	-1
937	a,Tanor Silenos Grunt\0	a,	9C	E8	A9	-1
938	a,Tanor Silenos Scout\0	a,	9C	E8	A9	-1
939	a,Tanor Silenos Warrior\0	a,	9C	E8	A9	-1
940	a,Tanor Silenos Shaman\0	a,	9C	E8	A9	-1
941	a,Tanor Silenos Chieftain\0	a,	9C	E8	A9	-1
942	a,Nightmare Guide\0	a,	9C	E8	A9	-1
943	a,Nightmare Keeper\0	a,	9C	E8	A9	-1
944	a,Nightmare Lord\0	a,	9C	E8	A9	-1
945	a,Cadeine\0	a,	9C	E8	A9	-1
946	a,Sanhidro\0	a,	9C	E8	A9	-1
947	a,Connabi\0	a,	9C	E8	A9	-1
948	a,Bartal\0	a,	9C	E8	A9	-1
949	a,Luminun\0	a,	9C	E8	A9	-1
950	a,Innersen\0	a,	9C	E8	A9	-1
951	a,Pobby's Maid\0	a,	9C	E8	A9	-1
952	a,Pobby Escort\0	a,	9C	E8	A9	-1
953	a,Pobby\0	a,	9C	E8	A9	-1
954	a,Hungry Corpse\0	a,	9C	E8	A9	-1
955	a,Ghost War\0	a,	9C	E8	A9	-1
956	a,Past Knight\0	a,	9C	E8	A9	-1
957	a,Nihil Invader\0	a,	9C	E8	A9	-1
958	a,Death Blade\0	a,	9C	E8	A9	-1
959	a,Dark Guard\0	a,	9C	E8	A9	-1
960	a,Bloody Ghost\0	a,	9C	E8	A9	-1
961	a,Bloody Knight\0	a,	9C	E8	A9	-1
962	a,Bloody Priest\0	a,	9C	E8	A9	-1
963	a,Bloody Lord\0	a,	9C	E8	A9	-1
964	a,Huge Footmark\0	a,	9C	E8	A9	-1
965	a,Chimera Piece\0	a,	9C	E8	A9	-1
966	a,Black Shadow\0	a,	9C	E8	A9	-1
967	a,Past Creature\0	a,	9C	E8	A9	-1
968	a,Nonexistent Man\0	a,	9C	E8	A9	-1
969	a,Giant's Shadow\0	a,	9C	E8	A9	-1
970	a,Soldier of Ancient Times\0	a,	9C	E8	A9	-1
971	a,Warrior of Ancient Times\0	a,	9C	E8	A9	-1
972	a,Shaman of Ancient Times\0	a,	9C	E8	A9	-1
973	a,Forgotten Ancient People\0	a,	9C	E8	A9	-1
974	a,Spiteful Soul Leader\0	a,	9C	E8	A9	-1
975	a,Spiteful Soul Wizard\0	a,	9C	E8	A9	-1
976	a,Spiteful Soul Fighter\0	a,	9C	E8	A9	-1
977	a,Elmo-Aden's Lady\0	a,	9C	E8	A9	-1
978	a,Elmo-Aden's Archer Escort\0	a,	9C	E8	A9	-1
979	a,Elmo-Aden's Maid\0	a,	9C	E8	A9	-1
980	a,Hallate's Follower Mul\0	a,	9C	E8	A9	-1
981	a,Mul's Wizard\0	a,	9C	E8	A9	-1
982	a,Mul's Knight\0	a,	9C	E8	A9	-1
983	a,Binder\0	a,	9C	E8	A9	-1
984	a,Bound Warrior\0	a,	9C	E8	A9	-1
985	a,Bound Archer\0	a,	9C	E8	A9	-1
986	a,Sairon\0	a,	9C	E8	A9	-1
987	a,Sairon's Doll\0	a,	9C	E8	A9	-1
988	a,Sairon's Puppet\0	a,	9C	E8	A9	-1
989	a,Lageos\0	a,	9C	E8	A9	-1
990	a,Pageos\0	a,	9C	E8	A9	-1
991	a,Swamp Tribe\0	a,	9C	E8	A9	-1
992	a,Swamp Alligator\0	a,	9C	E8	A9	-1
993	a,Swamp Warrior\0	a,	9C	E8	A9	-1
994	a,Garden Guard Leader\0	a,	9C	E8	A9	-1
995	a,Garden Guard\0	a,	9C	E8	A9	-1
996	a,Spiteful Ghost of Ruins\0	a,	9C	E8	A9	-1
997	a,Soldier of Grief\0	a,	9C	E8	A9	-1
998	a,Cruel Punishment\0	a,	9C	E8	A9	-1
999	a,Roving Soul\0	a,	9C	E8	A9	-1
1000	a,Soul of Ruins\0	a,	9C	E8	A9	-1
1001	a,Wretched Archer\0	a,	9C	E8	A9	-1
1002	a,Doom Scout\0	a,	9C	E8	A9	-1
1003	a,Grave Lich\0	a,	9C	E8	A9	-1
1004	a,Dismal Pole\0	a,	9C	E8	A9	-1
1005	a,Grave Predator\0	a,	9C	E8	A9	-1
1006	a,Doom Servant\0	a,	9C	E8	A9	-1
1007	a,Doom Guard\0	a,	9C	E8	A9	-1
1008	a,Doom Archer\0	a,	9C	E8	A9	-1
1009	a,Doom Trooper\0	a,	9C	E8	A9	-1
1010	a,Doom Warrior\0	a,	9C	E8	A9	-1
1011	a,Ol Mahum Van Grunt\0	a,	9C	E8	A9	-1
1012	a,Magical Eye\0	a,	9C	E8	A9	-1
1013	a,Ol Mahum Van Archer\0	a,	9C	E8	A9	-1
1014	a,Lesser Warlike Tyrant\0	a,	9C	E8	A9	-1
1015	a,Ol Mahum Van Leader\0	a,	9C	E8	A9	-1
1016	a,Warlike Tyrant\0	a,	9C	E8	A9	-1
1017	a,Fallen Orc\0	a,	9C	E8	A9	-1
1018	a,Ancient Gargoyle\0	a,	9C	E8	A9	-1
1019	a,Fallen Orc Archer\0	a,	9C	E8	A9	-1
1020	a,Fallen Orc Shaman\0	a,	9C	E8	A9	-1
1021	a,Sharp Talon Tiger\0	a,	9C	E8	A9	-1
1022	a,Fallen Orc Captain\0	a,	9C	E8	A9	-1
1023	a,Sobbing Wind\0	a,	9C	E8	A9	-1
1024	a,Babbling Wind\0	a,	9C	E8	A9	-1
1025	a,Giggling Wind\0	a,	9C	E8	A9	-1
1026	a,Singing Wind\0	a,	9C	E8	A9	-1
1027	a,Bear Prince Malcolm\0	a,	9C	E8	A9	-1
1028	a,Succubus Handmaiden\0	a,	9C	E8	A9	-1
1029	a,Goblin Servant\0	a,	9C	E8	A9	-1
1030	a,Julie The Ripper \0	a,	9C	E8	A9	-1
1031	a,Lesser Noble Ant\0	a,	9C	E8	A9	-1
1032	a,Blueback Alligator\0	a,	9C	E8	A9	-1
1033	a,Jewel Alligator\0	a,	9C	E8	A9	-1
1034	a,Ogre\0	a,	9C	E8	A9	-1
1035	a,Catherok\0	a,	9C	E8	A9	-1
1036	a,Shindebarn\0	a,	9C	E8	A9	-1
1037	a,Ossiud\0	a,	9C	E8	A9	-1
1038	a,Liangma\0	a,	9C	E8	A9	-1
1039	a,Snipe Cohort\0	a,	9C	E8	A9	-1
1040	a,Soldier of Darkness\0	a,	9C	E8	A9	-1
1041	a,Kusion Suscepter\0	a,	9C	E8	A9	-1
1042	a,Treasure Chest\0	a,	9C	E8	A9	-1
1043	a,Treasure Chest\0	a,	9C	E8	A9	-1
1044	a,Treasure Chest\0	a,	9C	E8	A9	-1
1045	a,Treasure Chest\0	a,	9C	E8	A9	-1
1046	a,Treasure Chest\0	a,	9C	E8	A9	-1
1047	a,Treasure Chest\0	a,	9C	E8	A9	-1
1048	a,Treasure Chest\0	a,	9C	E8	A9	-1
1049	a,Treasure Chest\0	a,	9C	E8	A9	-1
1050	a,Treasure Chest\0	a,	9C	E8	A9	-1
1051	a,Treasure Chest\0	a,	9C	E8	A9	-1
1052	a,Treasure Chest\0	a,	9C	E8	A9	-1
1053	a,Treasure Chest\0	a,	9C	E8	A9	-1
1054	a,Treasure Chest\0	a,	9C	E8	A9	-1
1055	a,Treasure Chest\0	a,	9C	E8	A9	-1
1056	a,Treasure Chest\0	a,	9C	E8	A9	-1
1057	a,Treasure Chest\0	a,	9C	E8	A9	-1
1058	a,Beast Lord\0	a,	9C	E8	A9	-1
1059	a,Beast Guardian\0	a,	9C	E8	A9	-1
1060	a,Beast Seer\0	a,	9C	E8	A9	-1
1061	a,Hallate's Guardian\0	a,	9C	E8	A9	-1
1062	a,Messenger Angel\0	a,	9C	E8	A9	-1
1063	a,Messenger Angel\0	a,	9C	E8	A9	-1
1064	a,Platinum Guardian Archer\0	a,	9C	E8	A9	-1
1065	a,Platinum Guardian Warrior\0	a,	9C	E8	A9	-1
1066	a,Platinum Guardian Shaman\0	a,	9C	E8	A9	-1
1067	a,Guardian Archangel\0	a,	9C	E8	A9	-1
1068	a,Guardian Archangel\0	a,	9C	E8	A9	-1
1069	a,Platinum Guardian Prefect\0	a,	9C	E8	A9	-1
1070	a,Seal Archangel\0	a,	9C	E8	A9	-1
1071	a,Seal Archangel\0	a,	9C	E8	A9	-1
1072	a,Platinum Guardian Chief\0	a,	9C	E8	A9	-1
1073	a,Guardian Warrior of Elmoreden\0	a,	9C	E8	A9	-1
1074	a,Bound Shaman\0	a,	9C	E8	A9	-1
1075	a,Slaughter Bathin\0	a,	9C	E8	A9	-1
1076	a,Bathin's Knight\0	a,	9C	E8	A9	-1
1077	a,Bathin's Wizard\0	a,	9C	E8	A9	-1
1078	a,Magus Valac\0	a,	9C	E8	A9	-1
1079	a,Valac's Creature\0	a,	9C	E8	A9	-1
1080	a,Valac's Guardian Spirit\0	a,	9C	E8	A9	-1
1081	a,Power Angel Amon\0	a,	9C	E8	A9	-1
1082	a,Amon's Captain of the Guards\0	a,	9C	E8	A9	-1
1083	a,Amon's Spirits\0	a,	9C	E8	A9	-1
1084	a,Bloody Lady\0	a,	9C	E8	A9	-1
1085	a,Bloody Sniper\0	a,	9C	E8	A9	-1
1086	a,Bloody Liviona\0	a,	9C	E8	A9	-1
1087	a,Bloody Knight\0	a,	9C	E8	A9	-1
1088	a,Bloody Banshee\0	a,	9C	E8	A9	-1
1089	a,Bloody Lord\0	a,	9C	E8	A9	-1
1090	a,Bloody Guardian\0	a,	9C	E8	A9	-1
1091	a,Bloody Keeper\0	a,	9C	E8	A9	-1
1092	a,Bloody Mystic\0	a,	9C	E8	A9	-1
1093	a,Ratman Sub Chieftain\0	a,	9C	E8	A9	-1
1094	a,Ratman Chieftain\0	a,	9C	E8	A9	-1
1095	a,Giant Poison Bee\0	a,	9C	E8	A9	-1
1096	a,Cloudy Beast\0	a,	9C	E8	A9	-1
1097	a,Young Araneid\0	a,	9C	E8	A9	-1
1098	a,Plain Grizzly\0	a,	9C	E8	A9	-1
1099	a,Cloudy Beast Turen\0	a,	9C	E8	A9	-1
1100	a,Langk Lizardman Sentinel\0	a,	9C	E8	A9	-1
1101	a,Langk Lizardman Shaman\0	a,	9C	E8	A9	-1
1102	a,Plain Watchman\0	a,	9C	E8	A9	-1
1103	a,Rough Hewn Rock Golem\0	a,	9C	E8	A9	-1
1104	a,Delu Lizardman Supplier\0	a,	9C	E8	A9	-1
1105	a,Delu Lizardman Special Agent\0	a,	9C	E8	A9	-1
1106	a,Cursed Seer\0	a,	9C	E8	A9	-1
1107	a,Delu Lizardman Commander\0	a,	9C	E8	A9	-1
1108	a,Glow Wisp\0	a,	9C	E8	A9	-1
1109	a,Hames Orc Scout\0	a,	9C	E8	A9	-1
1110	a,Marsh Predator\0	a,	9C	E8	A9	-1
1111	a,Lava Wyrm\0	a,	9C	E8	A9	-1
1112	a,Hames Orc Footman\0	a,	9C	E8	A9	-1
1113	a,Hames Orc Sniper\0	a,	9C	E8	A9	-1
1114	a,Cursed Guardian\0	a,	9C	E8	A9	-1
1115	a,Hames Orc Shaman\0	a,	9C	E8	A9	-1
1116	a,Hames Orc Overlord\0	a,	9C	E8	A9	-1
1117	a,Kasha Imp\0	a,	9C	E8	A9	-1
1118	a,Baar Dre Vanul\0	a,	9C	E8	A9	-1
1119	a,Hobgoblin\0	a,	9C	E8	A9	-1
1120	a,Kasha Imp Turen\0	a,	9C	E8	A9	-1
1121	a,Kasha Dire Wolf\0	a,	9C	E8	A9	-1
1122	a,Kasha Bugbear\0	a,	9C	E8	A9	-1
1123	a,Baar Dre Vanul Destroyer\0	a,	9C	E8	A9	-1
1124	a,Red Eye Barbed Bat\0	a,	9C	E8	A9	-1
1125	a,Northern Trimden\0	a,	9C	E8	A9	-1
1126	a,Kerope Werewolf\0	a,	9C	E8	A9	-1
1127	a,Northern Goblin\0	a,	9C	E8	A9	-1
1128	a,Spine Golem\0	a,	9C	E8	A9	-1
1129	a,Kerope Werewolf Chief\0	a,	9C	E8	A9	-1
1130	a,Northern Goblin Leader\0	a,	9C	E8	A9	-1
1131	a,Enchanted Spine Golem\0	a,	9C	E8	A9	-1
1132	a,Underground Kobold\0	a,	9C	E8	A9	-1
1133	a,Dead Pit Skeleton Archer\0	a,	9C	E8	A9	-1
1134	a,Dead Pit Spartoi\0	a,	9C	E8	A9	-1
1135	a,Underground Kobold Warrior\0	a,	9C	E8	A9	-1
1136	a,Dead Pit Horror\0	a,	9C	E8	A9	-1
1137	a,Iron Ore Golem\0	a,	9C	E8	A9	-1
1138	a,Greedy Geist\0	a,	9C	E8	A9	-1
1139	a,Catacomb Barbed Bat\0	a,	9C	E8	A9	-1
1140	a,Catacomb Wisp\0	a,	9C	E8	A9	-1
1141	a,Catacomb Serpent\0	a,	9C	E8	A9	-1
1142	a,Grave Keeper Spartoi\0	a,	9C	E8	A9	-1
1143	a,Catacomb Scavenger Bat\0	a,	9C	E8	A9	-1
1144	a,Catacomb Shadow\0	a,	9C	E8	A9	-1
1145	a,Catacomb Stakato Soldier\0	a,	9C	E8	A9	-1
1146	a,Grave Keeper Dark Horror\0	a,	9C	E8	A9	-1
1147	a,Catacomb Gargoyle\0	a,	9C	E8	A9	-1
1148	a,Catacomb Liviona\0	a,	9C	E8	A9	-1
1149	a,Decayed Ancient Pikeman\0	a,	9C	E8	A9	-1
1150	a,Decayed Ancient Soldier\0	a,	9C	E8	A9	-1
1151	a,Decayed Ancient Knight\0	a,	9C	E8	A9	-1
1152	a,Purgatory Wisp\0	a,	9C	E8	A9	-1
1153	a,Purgatory Serpent\0	a,	9C	E8	A9	-1
1154	a,Hell Keeper Medusa\0	a,	9C	E8	A9	-1
1155	a,Purgatory Conjurer\0	a,	9C	E8	A9	-1
1156	a,Purgatory Shadow\0	a,	9C	E8	A9	-1
1157	a,Purgatory Tarantula\0	a,	9C	E8	A9	-1
1158	a,Hell Keeper Crimson Doll\0	a,	9C	E8	A9	-1
1159	a,Purgatory Gargoyle\0	a,	9C	E8	A9	-1
1160	a,Purgatory Liviona\0	a,	9C	E8	A9	-1
1161	a,Lesser Ancient Soldier\0	a,	9C	E8	A9	-1
1162	a,Lesser Ancient Scout\0	a,	9C	E8	A9	-1
1163	a,Lesser Ancient Shaman\0	a,	9C	E8	A9	-1
1164	a,Guardian Spirit of Ancient Holy Ground\0	a,	9C	E8	A9	-1
1165	a,Lesser Ancient Warrior\0	a,	9C	E8	A9	-1
1166	a,Lith Scout\0	a,	9C	E8	A9	-1
1167	a,Lith Witch\0	a,	9C	E8	A9	-1
1168	a,Lith Warrior\0	a,	9C	E8	A9	-1
1169	a,Lith Guard\0	a,	9C	E8	A9	-1
1170	a,Lith Medium\0	a,	9C	E8	A9	-1
1171	a,Lith Overlord\0	a,	9C	E8	A9	-1
1172	a,Lith Patrolman\0	a,	9C	E8	A9	-1
1173	a,Lith Shaman\0	a,	9C	E8	A9	-1
1174	a,Lith Commander\0	a,	9C	E8	A9	-1
1175	a,Lilim Butcher\0	a,	9C	E8	A9	-1
1176	a,Lilim Magus\0	a,	9C	E8	A9	-1
1177	a,Lilim Knight Errant\0	a,	9C	E8	A9	-1
1178	a,Lilim Marauder\0	a,	9C	E8	A9	-1
1179	a,Lilim Priest\0	a,	9C	E8	A9	-1
1180	a,Lilim Knight\0	a,	9C	E8	A9	-1
1181	a,Lilim Assassin\0	a,	9C	E8	A9	-1
1182	a,Lilim Soldier\0	a,	9C	E8	A9	-1
1183	a,Lilim Knight Captain\0	a,	9C	E8	A9	-1
1184	a,Lilim Slayer\0	a,	9C	E8	A9	-1
1185	a,Lilim Great Mystic\0	a,	9C	E8	A9	-1
1186	a,Lilim Court Knight\0	a,	9C	E8	A9	-1
1187	a,Gigant Slave\0	a,	9C	E8	A9	-1
1188	a,Gigant Acolyte\0	a,	9C	E8	A9	-1
1189	a,Gigant Overseer\0	a,	9C	E8	A9	-1
1190	a,Gigant Footman\0	a,	9C	E8	A9	-1
1191	a,Gigant Cleric\0	a,	9C	E8	A9	-1
1192	a,Gigant Officer\0	a,	9C	E8	A9	-1
1193	a,Gigant Raider\0	a,	9C	E8	A9	-1
1194	a,Gigant Confessor\0	a,	9C	E8	A9	-1
1195	a,Gigant Commander\0	a,	9C	E8	A9	-1
1196	a,Nephilim Sentinel\0	a,	9C	E8	A9	-1
1197	a,Nephilim Priest\0	a,	9C	E8	A9	-1
1198	a,Nephilim Swordsman\0	a,	9C	E8	A9	-1
1199	a,Nephilim Guard\0	a,	9C	E8	A9	-1
1200	a,Nephilim Bishop\0	a,	9C	E8	A9	-1
1201	a,Nephilim Centurion\0	a,	9C	E8	A9	-1
1202	a,Nephilim Scout\0	a,	9C	E8	A9	-1
1203	a,Nephilim Archbishop\0	a,	9C	E8	A9	-1
1204	a,Nephilim Praetorian\0	a,	9C	E8	A9	-1
1205	a,Nephilim Royal Guard\0	a,	9C	E8	A9	-1
1206	a,Nephilim Cardinal\0	a,	9C	E8	A9	-1
1207	a,Nephilim Commander\0	a,	9C	E8	A9	-1
1208	a,Holy Land Watchman\0	a,	9C	E8	A9	-1
1209	a,Holy Land Seer\0	a,	9C	E8	A9	-1
1210	a,Vault Guardian\0	a,	9C	E8	A9	-1
1211	a,Vault Seer\0	a,	9C	E8	A9	-1
1212	a,Holy Land Sentinel\0	a,	9C	E8	A9	-1
1213	a,Holy Land Monk\0	a,	9C	E8	A9	-1
1214	a,Vault Sentinel\0	a,	9C	E8	A9	-1
1215	a,Vault Monk\0	a,	9C	E8	A9	-1
1216	a,Holy Land Overlord\0	a,	9C	E8	A9	-1
1217	a,Holy Land Priest\0	a,	9C	E8	A9	-1
1218	a,Vault Overlord\0	a,	9C	E8	A9	-1
1219	a,Vault Priest\0	a,	9C	E8	A9	-1
1220	a,Mausoleum Archon\0	a,	9C	E8	A9	-1
1221	a,Mausoleum Inquisitor\0	a,	9C	E8	A9	-1
1222	a,Sepulcher Archon\0	a,	9C	E8	A9	-1
1223	a,Sepulcher Inquisitor\0	a,	9C	E8	A9	-1
1224	a,Mausoleum Guardian\0	a,	9C	E8	A9	-1
1225	a,Mausoleum Sage\0	a,	9C	E8	A9	-1
1226	a,Sepulcher Guardian\0	a,	9C	E8	A9	-1
1227	a,Sepulcher Sage\0	a,	9C	E8	A9	-1
1228	a,Mausoleum Guard \0	a,	9C	E8	A9	-1
1229	a,Mausoleum Preacher\0	a,	9C	E8	A9	-1
1230	a,Sepulcher Guard\0	a,	9C	E8	A9	-1
1231	a,Sepulcher Preacher\0	a,	9C	E8	A9	-1
1232	a,Barrow Guardian\0	a,	9C	E8	A9	-1
1233	a,Barrow Seer\0	a,	9C	E8	A9	-1
1234	a,Grave Guardian\0	a,	9C	E8	A9	-1
1235	a,Grave Seer\0	a,	9C	E8	A9	-1
1236	a,Barrow Sentinel\0	a,	9C	E8	A9	-1
1237	a,Barrow Monk\0	a,	9C	E8	A9	-1
1238	a,Grave Sentinel\0	a,	9C	E8	A9	-1
1239	a,Grave Monk\0	a,	9C	E8	A9	-1
1240	a,Barrow Overlord\0	a,	9C	E8	A9	-1
1241	a,Barrow Priest\0	a,	9C	E8	A9	-1
1242	a,Grave Overlord\0	a,	9C	E8	A9	-1
1243	a,Grave Priest\0	a,	9C	E8	A9	-1
1244	a,Crypt Archon\0	a,	9C	E8	A9	-1
1245	a,Crypt Inquisitor\0	a,	9C	E8	A9	-1
1246	a,Tomb Archon\0	a,	9C	E8	A9	-1
1247	a,Tomb Inquisitor\0	a,	9C	E8	A9	-1
1248	a,Crypt Guardian\0	a,	9C	E8	A9	-1
1249	a,Crypt Sage\0	a,	9C	E8	A9	-1
1250	a,Tomb Guardian\0	a,	9C	E8	A9	-1
1251	a,Tomb Sage\0	a,	9C	E8	A9	-1
1252	a,Crypt Guard \0	a,	9C	E8	A9	-1
1253	a,Crypt Preacher\0	a,	9C	E8	A9	-1
1254	a,Tomb Guard\0	a,	9C	E8	A9	-1
1255	a,Tomb Preacher\0	a,	9C	E8	A9	-1
1256	a,Underground Werewolf\0	a,	9C	E8	A9	-1
1257	a,Evil Eye Seer\0	a,	9C	E8	A9	-1
1258	a,Fallen Orc Shaman\0	a,	9C	E8	A9	-1
1259	a,Fallen Orc Shaman\0	a,	9C	E8	A9	-1
1260	a,Betrayer Orc Hero\0	a,	9C	E8	A9	-1
1261	a,Ol Mahum Transcender\0	a,	9C	E8	A9	-1
1262	a,Ol Mahum Transcender\0	a,	9C	E8	A9	-1
1263	a,Ol Mahum Transcender\0	a,	9C	E8	A9	-1
1264	a,Ol Mahum Transcender\0	a,	9C	E8	A9	-1
1265	a,Cave Ant Larva\0	a,	9C	E8	A9	-1
1266	a,Cave Ant Larva\0	a,	9C	E8	A9	-1
1267	a,Cave Ant Larva\0	a,	9C	E8	A9	-1
1268	a,Cave Ant Larva\0	a,	9C	E8	A9	-1
1269	a,Cave Ant\0	a,	9C	E8	A9	-1
1270	a,Cave Ant Soldier\0	a,	9C	E8	A9	-1
1271	a,Cave Ant\0	a,	9C	E8	A9	-1
1272	a,Cave Ant Soldier\0	a,	9C	E8	A9	-1
1273	a,Cave Noble Ant\0	a,	9C	E8	A9	-1
5001	a,Orc Sniper\0	a,	9C	E8	A9	-1
5002	a,Orc Fighter\0	a,	9C	E8	A9	-1
5003	a,Spirit Of Mirrors\0	a,Quest Monster\0	0	80	FF	-1
5004	a,Spirit Of Mirrors\0	a,Quest Monster\0	0	80	FF	-1
5005	a,Spirit Of Mirrors\0	a,Quest Monster\0	0	80	FF	-1
5006	a,Bhato Bloodspear\0	a,	9C	E8	A9	-1
5007	a,Tanuki Skullcrusher\0	a,	9C	E8	A9	-1
5008	a,Kraacul Blackskull\0	a,	9C	E8	A9	-1
5009	a,Taarq Blackskull\0	a,	9C	E8	A9	-1
5010	a,Fallen Knight Saythus\0	a,	9C	E8	A9	-1
5011	a,Fallen Knight Trayer\0	a,	9C	E8	A9	-1
5012	a,Fallen Knight Falimar\0	a,	9C	E8	A9	-1
5013	a,Garuuk Blackskull\0	a,	9C	E8	A9	-1
5014	a,Madclaw Takuttaku\0	a,	9C	E8	A9	-1
5015	a,Rakanos Viperheart\0	a,	9C	E8	A9	-1
5016	a,Nerkas\0	a,Quest Monster\0	0	80	FF	-1
5017	a,Plague Zombie\0	a,Quest Monster\0	0	80	FF	-1
5018	a,Orc Warrior\0	a,	9C	E8	A9	-1
5019	a,Orc Warrior Leader\0	a,	9C	E8	A9	-1
5020	a,Varool Foulclaw\0	a,Quest Monster\0	0	80	FF	-1
5021	a,Kirunak\0	a,Quest Monster\0	0	80	FF	-1
5022	a,Merkenis\0	a,Quest Monster\0	0	80	FF	-1
5023	a,Trash\0	a,	9C	E8	A9	-1
5024	a,Undead Priest\0	a,Quest Monster\0	0	80	FF	-1
5025	a,Ol Mahum cat's eye\0	a,	9C	E8	A9	-1
5026	a,Ol Mahum eagle eye\0	a,	9C	E8	A9	-1
5027	a,Ol Mahum fox eye\0	a,	9C	E8	A9	-1
5028	a,Ol Mahum wolf eye\0	a,	9C	E8	A9	-1
5029	a,phantom salamander\0	a,Quest Monster\0	0	80	FF	-1
5030	a,Water Seer\0	a,Quest Monster\0	0	80	FF	-1
5031	a,Ol Mahum Sentry\0	a,Quest Monster\0	0	80	FF	-1
5032	a,Lizardman Warrior\0	a,Quest Monster\0	0	80	FF	-1
5033	a,Lizardman Scout\0	a,Quest Monster\0	0	80	FF	-1
5034	a,Lizardman\0	a,Quest Monster\0	0	80	FF	-1
5035	a,Tamil\0	a,Quest Monster\0	0	80	FF	-1
5036	a,Calpico\0	a,Quest Monster\0	0	80	FF	-1
5037	a,Calpico's Goons\0	a,Quest Monster\0	0	80	FF	-1
5038	a,Cat's Eye Bandit\0	a,Quest Monster\0	0	80	FF	-1
5039	a,Trash\0	a,	9C	E8	A9	-1
5040	a,Trash\0	a,	9C	E8	A9	-1
5041	a,Varangka's Messenger\0	a,Quest Monster\0	0	80	FF	-1
5042	a,Orc Escort\0	a,Quest Monster\0	0	80	FF	-1
5043	a,Varangka's Tracker\0	a,Quest Monster\0	0	80	FF	-1
5044	a,Kasha Bear Totem Spirit\0	a,Quest Monster\0	0	80	FF	-1
5045	a,Kuruka Ratman Leader\0	a,Quest Monster\0	0	80	FF	-1
5046	a,Sumi\0	a,Orc Betrayer\0	9C	E8	A9	-1
5047	a,Wanuk\0	a,Orc Betrayer\0	9C	E8	A9	-1
5048	a,Chewba\0	a,Orc Betrayer\0	9C	E8	A9	-1
5049	a,Heitafu\0	a,Orc Betrayer\0	9C	E8	A9	-1
5050	a,Picubo\0	a,Orc Betrayer\0	9C	E8	A9	-1
5051	a,Bumbum\0	a,Orc Betrayer\0	9C	E8	A9	-1
5052	a,Minsku\0	a,Orc Betrayer\0	9C	E8	A9	-1
5053	a,Chuchu\0	a,Orc Betrayer\0	9C	E8	A9	-1
5054	a,Umbar Orc\0	a,Quest Monster\0	0	80	FF	-1
5055	a,Zakan\0	a,Orc Betrayer\0	9C	E8	A9	-1
5056	a,Durka Spirit\0	a,Quest Monster\0	0	80	FF	-1
5057	a,Hunter Bear\0	a,	9C	E8	A9	-1
5058	a,Honey Bear\0	a,Quest Monster\0	0	80	FF	-1
5059	a,Uoph\0	a,Kaboo Chief\0	9C	E8	A9	-1
5060	a,Kracha\0	a,Kaboo Chief\0	9C	E8	A9	-1
5061	a,Batoh\0	a,Kaboo Chief\0	9C	E8	A9	-1
5062	a,Tanukia\0	a,Kaboo Chief\0	9C	E8	A9	-1
5063	a,Tanukia's Warhound\0	a,Quest Monster\0	0	80	FF	-1
5064	a,Turel\0	a,Kaboo Chief\0	9C	E8	A9	-1
5065	a,Roko\0	a,Kaboo Chief\0	9C	E8	A9	-1
5066	a,Roko's Warhound\0	a,Quest Monster\0	9C	E8	A9	-1
5067	a,Kamut\0	a,Kaboo Chief\0	9C	E8	A9	-1
5068	a,Murtika\0	a,Kaboo Chief\0	9C	E8	A9	-1
5069	a,Murtika's Warhound\0	a,Quest Monster\0	0	80	FF	-1
5070	a,Tumran Orc Brigand\0	a,Quest Monster\0	0	80	FF	-1
5071	a,Trash\0	a,	9C	E8	A9	-1
5072	a,Trash\0	a,	9C	E8	A9	-1
5073	a,Trash\0	a,	9C	E8	A9	-1
5074	a,Trash\0	a,	9C	E8	A9	-1
5075	a,Trash\0	a,	9C	E8	A9	-1
5076	a,Trash\0	a,	9C	E8	A9	-1
5077	a,Unicorn Of Eva\0	a,Quest Monster\0	0	80	FF	-1
5078	a,Trimden Lord \0	a,Quest Monster\0	0	80	FF	-1
5079	a,Black Willow Lurker\0	a,Quest Monster\0	0	80	FF	-1
