nbr	zone_color_id	x_world_grid	y_world_grid	top_z	bottom_z	zone_name	coords?[0]	coords?[1]	coords?[2]	coords?[3]	coords?[4]	coords?[5]	unk02	map	dupa
418	252	17	19	30000.00000000	-30000.00000000	u,Лес Мимира\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
419	251	16	19	30000.00000000	-30000.00000000	u,Золотые Холмы\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
420	251	16	20	30000.00000000	-30000.00000000	u,Золотые Холмы\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
421	251	17	19	30000.00000000	-30000.00000000	u,Золотые Холмы\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
422	205	18	22	30000.00000000	-30000.00000000	u,Ветхая Крепость\0	564	2111	-62336	143104	1024	1024	0.05000000	a,fortress_18_22\0	0
423	205	19	24	30000.00000000	-30000.00000000	u,Южная Крепость\0	717	2434	-31968	208608	1024	1024	0.05000000	a,fortress_19_24\0	0
424	205	20	23	30000.00000000	-30000.00000000	u,Крепость Улья\0	916	2252	10848	175968	1024	1024	0.05000000	a,fortress_20_23\0	0
425	205	23	21	30000.00000000	-30000.00000000	u,Драконья Крепость\0	1457	1948	110432	110432	1024	1024	0.05000000	a,fortress_23_21\0	0
426	205	22	18	30000.00000000	-30000.00000000	u,Крепость Слоновой Кости\0	1207	1322	68864	480	1024	1024	0.05000000	a,fortress_22_18\0	0
427	205	24	19	30000.00000000	-30000.00000000	u,Крепость Нарсилл\0	1614	1594	143168	44864	1024	1024	0.05000000	a,fortress_24_19\0	0
428	205	25	19	30000.00000000	-30000.00000000	u,Крепость Гигантов\0	1791	1513	175968	34720	1024	1024	0.05000000	a,fortress_25_19\0	0
429	205	23	24	30000.00000000	-30000.00000000	u,Крепость Белых Песков\0	1424	2343	110432	201024	1024	1024	0.05000000	a,fortress_23_24\0	0
430	205	24	15	30000.00000000	-30000.00000000	u,Крепость Пограничья\0	1636	973	143168	-86208	1024	1024	0.05000000	a,fortress_24_15\0	0
431	205	22	16	30000.00000000	-30000.00000000	u,Крепость Болота\0	1175	1015	65856	-65344	1024	1024	0.05000000	a,fortress_22_16\0	0
432	205	23	13	30000.00000000	-30000.00000000	u,Заснеженная Крепость\0	1371	621	102304	-151840	1024	1024	0.05000000	a,fortress_23_13\0	0
433	205	20	22	30000.00000000	-30000.00000000	u,Крепость Флоран\0	841	2034	608	142944	1024	1024	0.05000000	a,fortress_20_22\0	0
434	205	18	20	30000.00000000	-30000.00000000	u,Крепость Туманных Гор\0	559	1783	-63296	77184	1024	1024	0.05000000	a,fortress_18_20\0	0
435	205	21	22	30000.00000000	-30000.00000000	u,Крепость Танор\0	1124	2028	44800	133408	1024	1024	0.05000000	a,fortress_21_22\0	0
436	205	20	20	30000.00000000	-30000.00000000	u,Крепость Черепахи\0	924	1791	1408	77632	1024	1024	0.05000000	a,fortress_20_20\0	0
437	205	22	20	30000.00000000	-30000.00000000	u,Крепость Антараса\0	1229	1785	69184	77088	1024	1024	0.05000000	a,fortress_22_20\0	0
438	205	23	17	30000.00000000	-1100.00000000	u,Западная Крепость\0	1406	1172	103776	-20736	1024	1024	0.05000000	a,fortress_23_17\0	0
439	205	23	20	30000.00000000	-30000.00000000	u,Крепость Охотников\0	1460	1803	110400	77536	1024	1024	0.05000000	a,fortress_23_20\0	0
440	205	22	23	30000.00000000	-30000.00000000	u,Крепость Аару\0	1168	2253	65984	175008	1024	1024	0.05000000	a,fortress_22_23\0	0
441	205	23	16	30000.00000000	-30000.00000000	u,Крепость Демона\0	1329	1056	98624	-61920	1024	1024	0.05000000	a,fortress_23_16\0	0
442	205	22	15	30000.00000000	-30000.00000000	u,Крепость Монахов\0	1185	852	68032	-98112	1024	1024	0.05000000	a,fortress_22_15\0	0
443	240	20	16	-1300.00000000	-30000.00000000	u,Подземный Лагерь\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
444	205	23	17	-1100.00000000	-30000.00000000	u,Западная Пограничная Застава\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
445	250	16	20	30000.00000000	-6000.00000000	u,Алтарь Золота\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
446	250	17	19	30000.00000000	-3000.00000000	u,Алтарь Мимира\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
447	249	17	19	30000.00000000	-3000.00000000	u,Алтарь Норнил\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
451	24	18	16	30000.00000000	-4500.00000000	u,Остров Грез\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
452	255	17	16	-5500.00000000	-13800.00000000	u,Подземный Зал Боев\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
453	255	19	26	-6500.00000000	-15500.00000000	u,Башня Вечности\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
454	254	19	26	-6500.00000000	-15500.00000000	u,Башня Вечности\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
455	253	19	26	-7500.00000000	-15500.00000000	u,Мастерская Тулли\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
456	252	19	26	-8500.00000000	-13500.00000000	u,Мастерская Тулли\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
457	255	18	25	-5000.00000000	-30000.00000000	u,Башня Найя\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
458	255	20	24	-5000.00000000	-12000.00000000	u,Башня Найя\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
459	254	21	25	-5500.00000000	-6800.00000000	u,Подземный Лагерь\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
460	255	17	11	-6500.00000000	-8500.00000000	u,Камалока, Зал Бездны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
461	255	18	11	-6500.00000000	-8500.00000000	u,Камалока, Зал Бездны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
462	255	19	11	-6500.00000000	-8500.00000000	u,Камалока, Зал Бездны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
463	255	20	11	-6500.00000000	-8500.00000000	u,Окрестности Камалоки, Зал Кошмаров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
464	255	21	11	-7000.00000000	-9000.00000000	u,Окрестности Камалоки, Зал Кошмаров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
465	254	17	11	-6500.00000000	-8500.00000000	u,Земли Камалоки, Зал Бездны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
466	254	18	11	-6500.00000000	-8500.00000000	u,Земли Камалоки, Зал Бездны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
467	252	19	23	-4200.00000000	-5100.00000000	u,Муравейник\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
468	255	17	12	30000.00000000	-30000.00000000	u,Камалока, Лабиринт Бездны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
469	255	18	12	30000.00000000	-30000.00000000	u,Камалока, Лабиринт Бездны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
470	255	19	12	30000.00000000	-30000.00000000	u,Камалока, Лабиринт Бездны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
471	255	20	12	30000.00000000	-30000.00000000	u,Камалока, Лабиринт Бездны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
472	255	22	11	30000.00000000	-30000.00000000	u,Остров Дьявола\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
473	254	22	11	30000.00000000	-30000.00000000	u,Тоннель Пиратов\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
474	254	17	15	-5000.00000000	-10000.00000000	u,Куб Кратеи\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
475	254	17	17	-5000.00000000	-10000.00000000	u,Куб Кратеи\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
476	254	18	15	-5000.00000000	-10000.00000000	u,Куб Кратеи\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
477	27	0	0	30000.00000000	-30000.00000000	u,Семя Разрушения\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
478	26	0	0	30000.00000000	-30000.00000000	u,Семя Бессмертия\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
479	255	12	24	-8000.00000000	-15000.00000000	u,Трон Дракона\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
480	254	12	24	-8000.00000000	-15000.00000000	u,Крепость Разрушения\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
481	253	12	24	-8000.00000000	-15000.00000000	u,Ущелье Дозорных\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
482	252	12	24	-8000.00000000	-15000.00000000	u,Центральная Площадь\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
483	251	12	24	-8000.00000000	-15000.00000000	u,Врата Разрушения\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
484	255	14	24	-10600.00000000	-13100.00000000	u,Врата Смерти\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
485	254	14	24	-7000.00000000	-10600.00000000	u,Зал Страданий\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
486	254	14	24	-10600.00000000	-13100.00000000	u,Зал Гибели\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
487	254	14	24	-13100.00000000	-16500.00000000	u,Источник Бессмертия\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
488	255	15	25	30000.00000000	-30000.00000000	u,Воздушная Гавань Глудио\0	93	2574	-159904	241632	1024	1024	0.05000000	a,map_airship_harbor_gludio\0	0
489	255	14	25	30000.00000000	-30000.00000000	u,База Альянса Кецеруса\0	725	2483	-195008	232576	1024	1024	0.05000000	a,map_union_base_of_kserth\0	1
490	255	13	25	30000.00000000	-30000.00000000	u,Расщелина\0	579	2543	-226016	232640	1024	1024	0.04200000	a,map_cleft\0	1
491	255	21	17	-8000.00000000	-9450.00000000	u,Окрестности Пайлаки, Руна\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
